Spot	SampleID	Genotype	Mouse	Group	Region_predict	AT	Level_01	Level_02	Level_03	Region_new	Region_equalsize	Age	WholeBrain	coord_Y	coord_X	img_coord_Y	img_coord_X	slide_id
B04_E1__30_19	B04_E1	WT	B04	WT_18	AT_FB_TH	FB	BS	TH		TH	TH	18	all	19	30	5676.912109	9077.619141	B04_E1
B04_E1__30_20	B04_E1	WT	B04	WT_18	AT_TH	TH	BS	HY		TH	HY	18	all	20	30	5980.673828	9068.050781	B04_E1
B04_E1__30_21	B04_E1	WT	B04	WT_18	AT_TH	TH	BS	HY		TH	HY	18	all	21	30	6297.618652	9080.746094	B04_E1
B04_E1__30_22	B04_E1	WT	B04	WT_18	AT_TH	TH	BS	HY		TH	HY	18	all	22	30	6597.080078	9081.538086	B04_E1
B04_E1__30_24	B04_E1	WT	B04	WT_18	AT_HPd_CA1_sr	HPd	HP	HPd	CA1_sr	HPd_CA1_sr	HP	18	all	24	30	7219.464844	9085.623047	B04_E1
B04_E1__30_25	B04_E1	WT	B04	WT_18	AT_HPs_CA1_sp	HPs	HP	HPs	CA1_sp	HPs_CA1_sp	HP	18	all	25	30	7530.537598	9085.699219	B04_E1
B04_E1__30_26	B04_E1	WT	B04	WT_18	AT_FB	FB		FB		FB	FB	18	all	26	30	7838.878906	9081.570313	B04_E1
B04_E1__30_27	B04_E1	WT	B04	WT_18	AT_FB	FB		FB		FB	FB	18	all	27	30	8147.792969	9083.84082	B04_E1
B04_E1__30_28	B04_E1	WT	B04	WT_18	AT_RSP	RSP	CX	RSP		RSP	CX_01	18	all	28	30	8461.519531	9095.529297	B04_E1
B04_E1__30_29	B04_E1	WT	B04	WT_18	AT_RSP	RSP	CX	RSP		RSP	CX_01	18	all	29	30	8767.212891	9082.756836	B04_E1
B04_E1__30_30	B04_E1	WT	B04	WT_18	AT_RSP	RSP	CX	RSP		RSP	CX_01	18	all	30	30	9063.985352	9086.641602	B04_E1
B04_E1__30_31	B04_E1	WT	B04	WT_18	AT_RSP	RSP	CX	RSP		RSP	CX_01	18	all	31	30	9384.05957	9090.905273	B04_E1
B04_E1__31_11	B04_E1	WT	B04	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	11	31	3196.362793	9401.245117	B04_E1
B04_E1__31_12	B04_E1	WT	B04	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	12	31	3492.169189	9423.100586	B04_E1
B04_E1__31_13	B04_E1	WT	B04	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	13	31	3820.712891	9414.044922	B04_E1
B04_E1__31_14	B04_E1	WT	B04	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	14	31	4117.923828	9431.745117	B04_E1
B04_E1__31_15	B04_E1	WT	B04	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	15	31	4434.453613	9412.803711	B04_E1
B04_E1__31_16	B04_E1	WT	B04	WT_18	AT_TH	TH	BS	HY		TH	HY	18	all	16	31	4729.207031	9425.626953	B04_E1
B04_E1__31_17	B04_E1	WT	B04	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	17	31	5046.884277	9414.419922	B04_E1
B04_E1__31_18	B04_E1	WT	B04	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	18	31	5351.86377	9417.56543	B04_E1
B04_E1__31_19	B04_E1	WT	B04	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	19	31	5693.14502	9415.413086	B04_E1
B04_E1__31_20	B04_E1	WT	B04	WT_18	AT_TH	TH	BS	HY		TH	HY	18	all	20	31	5969.730957	9411.644531	B04_E1
B04_E1__31_21	B04_E1	WT	B04	WT_18	AT_TH	TH	BS	HY		TH	HY	18	all	21	31	6275.920898	9423.975586	B04_E1
B04_E1__31_22	B04_E1	WT	B04	WT_18	unknown	NA				unknown		18	all	22	31	6592.040527	9418.539063	B04_E1
B04_E1__31_25	B04_E1	WT	B04	WT_18	AT_HPd_CA1_so	HPd	HP	HPd	CA1_so	HPd_CA1_so	HP	18	all	25	31	7531.794434	9424.381836	B04_E1
B04_E1__31_26	B04_E1	WT	B04	WT_18	AT_FB	FB		FB		FB	FB	18	all	26	31	7821.085449	9433.040039	B04_E1
B04_E1__4_15	B04_E1	WT	B04	WT_18	AT_ECT	ECT	CX	COM		ECT	CX_02	18	all	15	4	4449.882324	1056.068359	B04_E1
B04_E1__4_16	B04_E1	WT	B04	WT_18	AT_ECT	ECT	CX	COM		ECT	CX_02	18	all	16	4	4773.804199	1063.180908	B04_E1
B04_E1__4_17	B04_E1	WT	B04	WT_18	AT_TE	TE	CX	COM		TE	CX_02	18	all	17	4	5068.516602	1066.081299	B04_E1
B04_E1__4_19	B04_E1	WT	B04	WT_18	AT_TE	TE	CX	COM		TE	CX_02	18	all	19	4	5680.521973	1069.168579	B04_E1
B04_E1__4_20	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	20	4	5999.720703	1066.475464	B04_E1
B04_E1__5_14	B04_E1	WT	B04	WT_18	AT_ENTI	ENTI	CX	ENTI		ENTI	CX_02	18	all	14	5	4149.271484	1363.956299	B04_E1
B04_E1__5_15	B04_E1	WT	B04	WT_18	AT_PERI	PERI	CX	COM		PERI	CX_02	18	all	15	5	4451.567871	1358.643555	B04_E1
B04_E1__5_16	B04_E1	WT	B04	WT_18	AT_ECT	ECT	CX	COM		ECT	CX_02	18	all	16	5	4775.026367	1361.657837	B04_E1
B04_E1__5_17	B04_E1	WT	B04	WT_18	AT_TE	TE	CX	COM		TE	CX_02	18	all	17	5	5077.471191	1363.187744	B04_E1
B04_E1__5_18	B04_E1	WT	B04	WT_18	AT_TE	TE	CX	COM		TE	CX_02	18	all	18	5	5380.110352	1363.60144	B04_E1
B04_E1__5_19	B04_E1	WT	B04	WT_18	AT_TE	TE	CX	COM		TE	CX_02	18	all	19	5	5688.651855	1366.797119	B04_E1
B04_E1__5_20	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	20	5	6003.901855	1373.083618	B04_E1
B04_E1__5_21	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	21	5	6300.716309	1367.493896	B04_E1
B04_E1__5_23	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	23	5	6928.65332	1376.23938	B04_E1
B04_E1__6_13	B04_E1	WT	B04	WT_18	AT_ENTI	ENTI	CX	ENTI		ENTI	CX_02	18	all	13	6	3835.546875	1675.622437	B04_E1
B04_E1__6_14	B04_E1	WT	B04	WT_18	AT_ENTI	ENTI	CX	ENTI		ENTI	CX_02	18	all	14	6	4140.060547	1671.190308	B04_E1
B04_E1__6_15	B04_E1	WT	B04	WT_18	AT_PERI	PERI	CX	COM		PERI	CX_02	18	all	15	6	4462.06543	1674.58728	B04_E1
B04_E1__6_16	B04_E1	WT	B04	WT_18	AT_ECT	ECT	CX	COM		ECT	CX_02	18	all	16	6	4764.762207	1677.574463	B04_E1
B04_E1__6_17	B04_E1	WT	B04	WT_18	AT_ECT	ECT	CX	COM		ECT	CX_02	18	all	17	6	5077.351563	1670.121216	B04_E1
B04_E1__6_18	B04_E1	WT	B04	WT_18	AT_TE	TE	CX	COM		TE	CX_02	18	all	18	6	5375.850586	1678.786865	B04_E1
B04_E1__6_19	B04_E1	WT	B04	WT_18	AT_TE	TE	CX	COM		TE	CX_02	18	all	19	6	5685.293457	1680.761475	B04_E1
B04_E1__6_20	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	20	6	6003.54541	1678.50061	B04_E1
B04_E1__6_21	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	21	6	6306.638672	1673.589233	B04_E1
B04_E1__6_22	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	22	6	6615.045898	1676.938354	B04_E1
B04_E1__6_23	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	23	6	6924.555664	1677.114502	B04_E1
B04_E1__6_24	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	24	6	7239.727051	1682.876343	B04_E1
B04_E1__7_11	B04_E1	WT	B04	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	11	7	3218.014648	1995.99939	B04_E1
B04_E1__7_13	B04_E1	WT	B04	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	13	7	3834.940918	1996.750854	B04_E1
B04_E1__7_14	B04_E1	WT	B04	WT_18	AT_ENTI	ENTI	CX	ENTI		ENTI	CX_02	18	all	14	7	4151.962402	1993.134155	B04_E1
B04_E1__7_15	B04_E1	WT	B04	WT_18	AT_ENTI	ENTI	CX	ENTI		ENTI	CX_02	18	all	15	7	4461.920898	2001.038086	B04_E1
B04_E1__7_16	B04_E1	WT	B04	WT_18	AT_PERI	PERI	CX	COM		PERI	CX_02	18	all	16	7	4764.42627	1999.135376	B04_E1
B04_E1__7_17	B04_E1	WT	B04	WT_18	AT_ECT	ECT	CX	COM		ECT	CX_02	18	all	17	7	5083.675781	1998.748413	B04_E1
B04_E1__7_18	B04_E1	WT	B04	WT_18	AT_TE	TE	CX	COM		TE	CX_02	18	all	18	7	5388.356934	2001.989258	B04_E1
B04_E1__7_19	B04_E1	WT	B04	WT_18	AT_TE	TE	CX	COM		TE	CX_02	18	all	19	7	5693.054688	2002.942383	B04_E1
B04_E1__7_20	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	20	7	5999.285156	1997.654663	B04_E1
B04_E1__7_21	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	21	7	6320.277832	2000.193481	B04_E1
B04_E1__7_22	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	22	7	6621.904785	2001.72583	B04_E1
B04_E1__7_23	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	23	7	6934.353516	2000.372681	B04_E1
B04_E1__7_24	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	24	7	7241.400391	2003.753174	B04_E1
B04_E1__7_25	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	25	7	7548.70166	2005.168091	B04_E1
B04_E1__8_10	B04_E1	WT	B04	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	10	8	2915.601318	2286.700928	B04_E1
B04_E1__8_11	B04_E1	WT	B04	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	11	8	3219.54248	2286.416992	B04_E1
B04_E1__8_13	B04_E1	WT	B04	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	13	8	3830.362549	2284.994385	B04_E1
B04_E1__8_14	B04_E1	WT	B04	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	14	8	4150.703125	2289.582031	B04_E1
B04_E1__8_15	B04_E1	WT	B04	WT_18	AT_ENTI	ENTI	CX	ENTI		ENTI	CX_02	18	all	15	8	4459.880371	2291.186035	B04_E1
B04_E1__8_16	B04_E1	WT	B04	WT_18	AT_PERI	PERI	CX	COM		PERI	CX_02	18	all	16	8	4766.477539	2292.574707	B04_E1
B04_E1__8_17	B04_E1	WT	B04	WT_18	AT_ECT	ECT	CX	COM		ECT	CX_02	18	all	17	8	5072.443359	2295.13208	B04_E1
B04_E1__8_18	B04_E1	WT	B04	WT_18	AT_TE	TE	CX	COM		TE	CX_02	18	all	18	8	5384.692871	2293.811523	B04_E1
B04_E1__8_19	B04_E1	WT	B04	WT_18	AT_TE	TE	CX	COM		TE	CX_02	18	all	19	8	5687.013184	2295.6521	B04_E1
B04_E1__8_20	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	20	8	6001.472168	2295.403809	B04_E1
B04_E1__8_21	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	21	8	6316.126953	2295.947754	B04_E1
B04_E1__8_22	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	22	8	6623.060059	2296.895264	B04_E1
B04_E1__8_23	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	23	8	6929.201172	2296.795654	B04_E1
B04_E1__8_24	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	24	8	7235.634766	2303.302002	B04_E1
B04_E1__8_25	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	25	8	7545.861816	2299.086426	B04_E1
B04_E1__8_26	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	26	8	7853.268555	2303.5271	B04_E1
B04_E1__8_9	B04_E1	WT	B04	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	9	8	2604.839355	2278.315918	B04_E1
B04_E1__9_10	B04_E1	WT	B04	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	10	9	2903.848877	2626.279297	B04_E1
B04_E1__9_11	B04_E1	WT	B04	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	11	9	3213.338379	2620.685547	B04_E1
B04_E1__9_13	B04_E1	WT	B04	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	13	9	3828.449707	2632.323486	B04_E1
B04_E1__9_14	B04_E1	WT	B04	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	14	9	4142.28418	2630.945801	B04_E1
B04_E1__9_15	B04_E1	WT	B04	WT_18	AT_ENTI	ENTI	CX	ENTI		ENTI	CX_02	18	all	15	9	4450.860352	2628.026611	B04_E1
B04_E1__9_16	B04_E1	WT	B04	WT_18	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	18	all	16	9	4765.837891	2625.664307	B04_E1
B04_E1__9_17	B04_E1	WT	B04	WT_18	AT_FB	FB		FB		FB	FB	18	all	17	9	5061.477539	2630.162598	B04_E1
B04_E1__9_18	B04_E1	WT	B04	WT_18	AT_FB	FB		FB		FB	FB	18	all	18	9	5365.841797	2631.10083	B04_E1
B04_E1__9_19	B04_E1	WT	B04	WT_18	AT_FB	FB		FB		FB	FB	18	all	19	9	5683.510254	2633.126709	B04_E1
B04_E1__9_20	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	20	9	5989.827148	2632.05542	B04_E1
B04_E1__9_21	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	21	9	6307.21875	2632.519775	B04_E1
B04_E1__9_22	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	22	9	6612.208496	2639.434814	B04_E1
B04_E1__9_23	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	23	9	6926.210938	2641.553711	B04_E1
B04_E1__9_24	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	24	9	7230.181152	2637.539551	B04_E1
B04_E1__9_25	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	25	9	7543.352539	2638.205078	B04_E1
B04_E1__9_26	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	26	9	7843.487305	2636.838379	B04_E1
B04_E1__9_27	B04_E1	WT	B04	WT_18	AT_AUD	AUD	CX	AUD		AUD	CX_02	18	all	27	9	8157.178711	2637.469482	B04_E1
B04_E1__9_8	B04_E1	WT	B04	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	8	9	2289.029297	2621.166748	B04_E1
B04_E1__9_9	B04_E1	WT	B04	WT_18	AT_OLF	OLF	CX	OLF		OLF	CX_03	18	all	9	9	2596.581787	2613.804932	B04_E1
B05_D2__10_10	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	10	10	2553.656494	2313.654541	B05_D2
B05_D2__10_11	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	11	10	2848.764893	2343.137939	B05_D2
B05_D2__10_13	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	13	10	3374.46875	2321.630859	B05_D2
B05_D2__10_14	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	14	10	3647.955566	2328.186279	B05_D2
B05_D2__10_15	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	15	10	3920.611328	2329.811768	B05_D2
B05_D2__10_16	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	16	10	4212.367188	2326.346436	B05_D2
B05_D2__10_17	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	17	10	4477.719727	2321.999512	B05_D2
B05_D2__10_19	B05_D2	WT	B05	WT_18	AT_HPs_DG_sp	HPs	HP	HPs	DG_sp	HPs_DG_sp	HP	18	all	19	10	5023.871582	2326.595459	B05_D2
B05_D2__10_20	B05_D2	WT	B05	WT_18	AT_HPs_DG_sp	HPs	HP	HPs	DG_sp	HPs_DG_sp	HP	18	all	20	10	5295.316895	2323.772705	B05_D2
B05_D2__10_21	B05_D2	WT	B05	WT_18	AT_HPd_DG_mo	HPd	HP	HPd	DG_mo	HPd_DG_mo	HP	18	all	21	10	5582.523926	2322.458984	B05_D2
B05_D2__10_22	B05_D2	WT	B05	WT_18	AT_HPd_CA1_sr	HPd	HP	HPd	CA1_sr	HPd_CA1_sr	HP	18	all	22	10	5856.819336	2328.150635	B05_D2
B05_D2__10_23	B05_D2	WT	B05	WT_18	AT_HPs_CA1_sp	HPs	HP	HPs	CA1_sp	HPs_CA1_sp	HP	18	all	23	10	6131.888184	2327.545166	B05_D2
B05_D2__10_24	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	24	10	6400.162598	2325.75415	B05_D2
B05_D2__10_25	B05_D2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	25	10	6680.395508	2321.311768	B05_D2
B05_D2__10_26	B05_D2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	26	10	6952.558594	2325.187012	B05_D2
B05_D2__10_27	B05_D2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	27	10	7228.202637	2320.814453	B05_D2
B05_D2__10_5	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	5	10	1180.777222	2322.957275	B05_D2
B05_D2__10_6	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	6	10	1459.121216	2333.516113	B05_D2
B05_D2__10_7	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	7	10	1735.023682	2326.543945	B05_D2
B05_D2__10_8	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	8	10	2013.475708	2320.263672	B05_D2
B05_D2__10_9	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	9	10	2280.012207	2322.077637	B05_D2
B05_D2__11_10	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	10	11	2550.350342	2570.724365	B05_D2
B05_D2__11_11	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	11	11	2831.324219	2573.830811	B05_D2
B05_D2__11_13	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	13	11	3362.697021	2574.924316	B05_D2
B05_D2__11_14	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	14	11	3648.986572	2571.055176	B05_D2
B05_D2__11_15	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	15	11	3930.813965	2571.297119	B05_D2
B05_D2__11_16	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	16	11	4209.591309	2563.278809	B05_D2
B05_D2__11_17	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	17	11	4477.971191	2566.761719	B05_D2
B05_D2__11_19	B05_D2	WT	B05	WT_18	AT_HPs_DG_sp	HPs	HP	HPs	DG_sp	HPs_DG_sp	HP	18	all	19	11	5017.999023	2570.539795	B05_D2
B05_D2__11_20	B05_D2	WT	B05	WT_18	AT_HPs_DG_sp	HPs	HP	HPs	DG_sp	HPs_DG_sp	HP	18	all	20	11	5301.214844	2573.45752	B05_D2
B05_D2__11_21	B05_D2	WT	B05	WT_18	AT_HPd_DG_mo	HPd	HP	HPd	DG_mo	HPd_DG_mo	HP	18	all	21	11	5565.854004	2574.656982	B05_D2
B05_D2__11_22	B05_D2	WT	B05	WT_18	AT_HPd_CA1_sr	HPd	HP	HPd	CA1_sr	HPd_CA1_sr	HP	18	all	22	11	5855.586914	2576.578857	B05_D2
B05_D2__11_23	B05_D2	WT	B05	WT_18	AT_HPs_CA1_sp	HPs	HP	HPs	CA1_sp	HPs_CA1_sp	HP	18	all	23	11	6117.480957	2575.421631	B05_D2
B05_D2__11_24	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	24	11	6405.885742	2569.864502	B05_D2
B05_D2__11_25	B05_D2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	25	11	6678.307617	2569.876709	B05_D2
B05_D2__11_26	B05_D2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	26	11	6953.164551	2571.0271	B05_D2
B05_D2__11_27	B05_D2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	27	11	7224.806152	2570.871826	B05_D2
B05_D2__11_28	B05_D2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	28	11	7496.721191	2571.69873	B05_D2
B05_D2__11_5	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	5	11	1181.383667	2576.589355	B05_D2
B05_D2__11_6	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	6	11	1455.282593	2575.222412	B05_D2
B05_D2__11_7	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	7	11	1732.037964	2567.731445	B05_D2
B05_D2__11_8	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	8	11	2006.125488	2576.366211	B05_D2
B05_D2__11_9	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	9	11	2279.855713	2569.715576	B05_D2
B05_D2__12_10	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	10	12	2568.856689	2849.995361	B05_D2
B05_D2__12_11	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	11	12	2840.41626	2852.667236	B05_D2
B05_D2__12_13	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	13	12	3380.042236	2845.332764	B05_D2
B05_D2__12_14	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	14	12	3648.80835	2856.559814	B05_D2
B05_D2__12_15	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	15	12	3938.022949	2852.819336	B05_D2
B05_D2__12_16	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	16	12	4210.424316	2854.729248	B05_D2
B05_D2__12_17	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	17	12	4488.818359	2845.539795	B05_D2
B05_D2__12_19	B05_D2	WT	B05	WT_18	AT_HPs_DG_sp	HPs	HP	HPs	DG_sp	HPs_DG_sp	HP	18	all	19	12	5022.966797	2852.594482	B05_D2
B05_D2__12_20	B05_D2	WT	B05	WT_18	AT_HPs_DG_sp	HPs	HP	HPs	DG_sp	HPs_DG_sp	HP	18	all	20	12	5308.993652	2846.887451	B05_D2
B05_D2__12_21	B05_D2	WT	B05	WT_18	AT_HPd_DG_mo	HPd	HP	HPd	DG_mo	HPd_DG_mo	HP	18	all	21	12	5578.523926	2850.085449	B05_D2
B05_D2__12_22	B05_D2	WT	B05	WT_18	AT_HPd_CA1_sr	HPd	HP	HPd	CA1_sr	HPd_CA1_sr	HP	18	all	22	12	5860.365234	2853.295654	B05_D2
B05_D2__12_23	B05_D2	WT	B05	WT_18	AT_HPs_CA1_sp	HPs	HP	HPs	CA1_sp	HPs_CA1_sp	HP	18	all	23	12	6136.441406	2855.060547	B05_D2
B05_D2__12_24	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	24	12	6402.083496	2844.802002	B05_D2
B05_D2__12_25	B05_D2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	25	12	6685.772949	2843.762695	B05_D2
B05_D2__12_26	B05_D2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	26	12	6965.645996	2844.472412	B05_D2
B05_D2__12_27	B05_D2	WT	B05	WT_18	AT_PTL	PTL	CX	PTL		PTL	CX_01	18	all	27	12	7234.498047	2843.842041	B05_D2
B05_D2__12_4	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	4	12	921.946228	2852.853516	B05_D2
B05_D2__12_5	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	5	12	1189.349854	2850.070801	B05_D2
B05_D2__12_6	B05_D2	WT	B05	WT_18	AT_FB	FB		FB		FB	FB	18	all	6	12	1464.489624	2856.574219	B05_D2
B05_D2__12_7	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	7	12	1732.110962	2856.306641	B05_D2
B05_D2__12_8	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	8	12	2020.389771	2857.994385	B05_D2
B05_D2__12_9	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	9	12	2289.605469	2850.767822	B05_D2
B05_D2__13_10	B05_D2	WT	B05	WT_18	AT_HY	HY	BS	HY		HY	HY	18	all	10	13	2569.743164	3145.743408	B05_D2
B05_D2__13_11	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	11	13	2847.486084	3146.136963	B05_D2
B05_D2__13_13	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	13	13	3391.208496	3138.607666	B05_D2
B05_D2__13_14	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	14	13	3662.190918	3139.928467	B05_D2
B05_D2__13_15	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	15	13	3941.593506	3143.539551	B05_D2
B05_D2__13_16	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	16	13	4202.974121	3130.584229	B05_D2
B05_D2__13_17	B05_D2	WT	B05	WT_18	AT_TH	TH	BS	TH		TH	TH	18	all	17	13	4489.406738	3146.228271	B05_D2
B05_D2__13_19	B05_D2	WT	B05	WT_18	AT_HPs_CA3_sp	HPs	HP	HPs	CA3_sp	HPs_CA3_sp	HP	18	all	19	13	5047.590332	3140.882813	B05_D2
