,spot,x,y,rmse,pcc,snr,model,cvFold
26x17,26x17,26,17,0.9846082443878418,0.42727834628287453,3.208012180700906,mcImpute,3
26x18,26x18,26,18,1.0336279006010722,0.47005247661243676,3.1961406336234783,mcImpute,3
26x19,26x19,26,19,0.9634106462236395,0.45796005625932107,3.2789682301224468,mcImpute,3
26x20,26x20,26,20,0.8587252039177182,0.451225011368963,3.5444977398813413,mcImpute,3
26x21,26x21,26,21,1.0958680328783146,0.46397183564071165,3.2716867160705023,mcImpute,3
26x22,26x22,26,22,0.9460209332952562,0.45795187682035887,3.2725144071276273,mcImpute,3
26x23,26x23,26,23,0.9497189416814393,0.40453997819000315,3.278327102219744,mcImpute,3
26x24,26x24,26,24,1.1584575217376685,0.5103663656232331,3.089490655013615,mcImpute,3
26x25,26x25,26,25,0.9658210236563978,0.38859862372861675,3.3381922787577696,mcImpute,3
26x26,26x26,26,26,0.9013207078617951,0.4587560988445615,3.4669246926827526,mcImpute,3
26x27,26x27,26,27,0.9567655284454717,0.6273036227744035,3.2362676998669553,mcImpute,3
26x28,26x28,26,28,0.9350355751446173,0.3911297876344567,3.363070265295494,mcImpute,3
26x29,26x29,26,29,0.8659431374739097,0.45136164615194685,3.4467924083035704,mcImpute,3
