,gene,pval,padj,lfc
1747,Xpo1,0.00014235458523751942,0.0003310563967453643,-0.4764959361665708
44,Sec61g,0.00014235458523751942,0.0003310563967453643,-0.28003359300504105
3954,Lrrc8b,0.00014461118782568074,0.00033583062938015483,-0.45734801990022333
9337,Rftn2,0.00014461118782568074,0.00033583062938015483,-0.3653318740882048
2374,Fkbp15,0.00014461118782568074,0.00033583062938015483,-0.24776151685416536
1447,Lpin1,0.00014461118782568074,0.00033583062938015483,-0.40179117247757645
8285,Taf13,0.00014461118782568074,0.00033583062938015483,-0.2627565929162188
1774,Tpm3-rs7,0.00014461118782568074,0.00033583062938015483,-0.34856422657264297
2138,Ajap1,0.00014690144515556842,0.00034043007658094126,-0.49724737077315684
4352,Bbx,0.00014690144515556842,0.00034043007658094126,-0.34883993410755654
5386,Actn4,0.00014690144515556842,0.00034043007658094126,-0.5172254062911144
7999,Nell1,0.00014690144515556842,0.00034043007658094126,-0.35358573211363264
9451,Bcl11a,0.00014690144515556842,0.00034043007658094126,-0.46032805639041285
8161,Gm10076,0.00014690144515556842,0.00034043007658094126,-0.2719555727379035
4631,Carm1,0.00014690144515556842,0.00034043007658094126,-0.36524586175701756
4143,Vcpkmt,0.00014690144515556842,0.00034043007658094126,-0.29968112051161455
7004,mt-Tp,0.00014690144515556842,0.00034043007658094126,0.4257893327018758
6125,St3gal2,0.0001492258238765137,0.00034525048540934284,-0.3842003991398446
2764,Sgsm1,0.0001492258238765137,0.00034525048540934284,-0.5590466588087564
2972,Mrap2,0.0001492258238765137,0.00034525048540934284,-0.3035984387997841
1668,Nup133,0.0001492258238765137,0.00034525048540934284,-0.31093743344244373
1514,Zfp941,0.0001492258238765137,0.00034525048540934284,-0.32486962166795763
3549,Armc6,0.0001492258238765137,0.00034525048540934284,-0.3667067152829908
3084,Plxna2,0.0001492258238765137,0.00034525048540934284,-0.39268119425559345
3174,Cetn4,0.00015158479654689243,0.0003501350437166488,-0.19385995663272393
1891,Elp2,0.00015158479654689243,0.0003501350437166488,-0.4526711957515399
2578,Tipin,0.00015158479654689243,0.0003501350437166488,-0.24158903123550068
831,Med1,0.00015158479654689243,0.0003501350437166488,-0.4652030606596025
5605,Ep400,0.00015158479654689243,0.0003501350437166488,-0.4530539815062298
4992,Abtb1,0.00015158479654689243,0.0003501350437166488,-0.3600957130564524
4658,Rpl36-ps10,0.00015158479654689243,0.0003501350437166488,-0.43948990224746876
9116,Lamtor4,0.00015397884170043907,0.0003547537682679189,-0.4529947866446742
3799,Gm12184,0.00015397884170043907,0.0003547537682679189,-0.5117830189702124
6499,Ogfr,0.00015397884170043907,0.0003547537682679189,-0.3558956376663085
6114,Slc7a4,0.00015397884170043907,0.0003547537682679189,-0.4556584998130617
8668,Smg6,0.00015397884170043907,0.0003547537682679189,-0.18946983456564137
1624,Ccl27a,0.00015397884170043907,0.0003547537682679189,-0.5669621051388862
1652,Syne1,0.00015397884170043907,0.0003547537682679189,-0.6328308820882835
2398,Degs2,0.00015397884170043907,0.0003547537682679189,-0.2760676926962766
1260,Spred2,0.00015397884170043907,0.0003547537682679189,-0.4577067597858351
3583,Naa30,0.00015397884170043907,0.0003547537682679189,-0.42082326864441466
4723,Tmem151b,0.00015397884170043907,0.0003547537682679189,-0.441150362964323
3557,Klf3,0.00015640844391318545,0.0003598485431704985,-0.2549180528386188
9276,4932438A13Rik,0.00015640844391318545,0.0003598485431704985,-0.4240195194803542
8582,Umps,0.00015640844391318545,0.0003598485431704985,-0.2333892194714009
1885,Rpl3,0.00015640844391318545,0.0003598485431704985,0.4260460213232946
2382,Cpsf2,0.00015640844391318545,0.0003598485431704985,-0.3824698892144678
9095,Tsc22d2,0.00015640844391318545,0.0003598485431704985,-0.4461594198383523
5572,Slc25a33,0.00015887409387102444,0.0003654362731146349,-0.4025061128034437
1444,Ap1ar,0.0001613762884379034,0.0003708468342662435,-0.4707295771205642
5758,Pdcd2l,0.0001613762884379034,0.0003708468342662435,-0.25925362277427144
7013,Khsrp,0.0001613762884379034,0.0003708468342662435,-0.39188280549261556
3423,Trip4,0.0001613762884379034,0.0003708468342662435,-0.30362642226394776
8911,Dhrs7b,0.00016391553072465058,0.00037624509175382094,-0.3300623619013052
182,2410089E03Rik,0.00016391553072465058,0.00037624509175382094,-0.3202859589366991
5853,Gm8430,0.00016391553072465058,0.00037624509175382094,-0.36375210821748993
2291,Tollip,0.00016391553072465058,0.00037624509175382094,-0.4600756222516056
4171,Arrb2,0.00016391553072465058,0.00037624509175382094,-0.3479832031537704
7651,Commd1,0.0001664923301584428,0.0003817169460619872,-0.35316992490977217
5191,Rbm26,0.0001664923301584428,0.0003817169460619872,-0.35801737541642087
2420,Gm24245,0.0001664923301584428,0.0003817169460619872,-0.3251667340540143
5530,Tmem120a,0.0001664923301584428,0.0003817169460619872,-0.31268296712451793
3516,Dgat2,0.0001664923301584428,0.0003817169460619872,-0.5239759865161338
6213,4931428F04Rik,0.00016910720255291218,0.00038735298792682573,-0.2652022291531111
7549,Nsfl1c,0.00016910720255291218,0.00038735298792682573,-0.41072746144387917
8196,Ccdc34,0.00016910720255291218,0.00038735298792682573,-0.22772537001275683
4703,Ppp5c,0.00016910720255291218,0.00038735298792682573,-0.45056844787709593
9680,Pithd1,0.0001717606701789,0.00039315786906058716,-0.48292650542786664
2372,Map4k4,0.0001717606701789,0.00039315786906058716,-0.3417261648625969
6467,Champ1,0.0001717606701789,0.00039315786906058716,-0.34798450208696163
8540,Ppp1r8,0.0001771855129239313,0.0004052939374234572,-0.25213201439202493
4288,Peli2,0.0001771855129239313,0.0004052939374234572,-0.20295980795289736
1635,Rrp7a,0.0001771855129239313,0.0004052939374234572,-0.276618357050304
217,Srsf7,0.00017995796551662722,0.0004106860790901945,-0.5934303390845841
1957,Zmat4,0.00017995796551662722,0.0004106860790901945,-0.3957054987764721
1593,Tssc4,0.00017995796551662722,0.0004106860790901945,-0.2288720683141081
7143,Klhl4,0.00017995796551662722,0.0004106860790901945,-0.20674156452366343
4542,Syt9,0.00017995796551662722,0.0004106860790901945,-0.3228401618327643
6725,Gm37070,0.00017995796551662722,0.0004106860790901945,-0.2573650230372371
4794,Rps27-ps1,0.00017995796551662722,0.0004106860790901945,-0.32861809860913205
3565,Arl16,0.00017995796551662722,0.0004106860790901945,-0.27223178623704847
1187,2510009E07Rik,0.00017995796551662722,0.0004106860790901945,-0.4622801801187082
4716,Pak6,0.00017995796551662722,0.0004106860790901945,-0.4222327535998236
6999,1110059E24Rik,0.00018277116843424762,0.0004168176969386841,-0.4094530963696892
9274,Zfp24,0.00018277116843424762,0.0004168176969386841,-0.2612193838857282
5561,Copg2,0.00018277116843424762,0.0004168176969386841,-0.33059051947364626
1857,Nabp2,0.000185625677317912,0.00042245107561677094,-0.43789368296790254
6591,Mlycd,0.000185625677317912,0.00042245107561677094,-0.40751516161648293
1956,Wls,0.000185625677317912,0.00042245107561677094,-0.3565393430157897
9052,Id3,0.000185625677317912,0.00042245107561677094,-0.4331533533977092
8794,Pitpnc1,0.000185625677317912,0.00042245107561677094,-0.5021178270402578
4971,Gm17494,0.000185625677317912,0.00042245107561677094,-0.36203910152062324
6325,Arel1,0.000185625677317912,0.00042245107561677094,-0.48315257178047766
6005,Zfp622,0.000185625677317912,0.00042245107561677094,-0.40554952838618963
8291,Tln1,0.000185625677317912,0.00042245107561677094,-0.4332548479478957
7082,Ltn1,0.0001885220547042819,0.0004285497902549313,-0.38774448185223775
6940,Zdhhc8,0.0001885220547042819,0.0004285497902549313,-0.41098901670495547
8700,Mfsd4a,0.0001885220547042819,0.0004285497902549313,-0.3493824569466444
3531,Tmem144,0.0001885220547042819,0.0004285497902549313,-0.23333218095769492
7843,Sptlc1,0.0001885220547042819,0.0004285497902549313,-0.2985339626301551
4041,Rpl38-ps2,0.0001899861217827291,0.00043177870498427263,0.42905848800261737
4365,S100a13,0.0001914608701009574,0.0004348306675639971,-0.36580687830680514
392,Olfml3,0.0001914608701009574,0.0004348306675639971,-0.33024873656530485
4574,Nin,0.0001914608701009574,0.0004348306675639971,-0.268169679060847
9561,Ppig,0.00019444270006254964,0.00044109645304260574,-0.48206107287829614
2731,Gm2830,0.00019444270006254964,0.00044109645304260574,-0.40576969671187246
4359,Igfbp7,0.00019444270006254964,0.00044109645304260574,-0.3781824177034645
3858,Gm12989,0.00019444270006254964,0.00044109645304260574,-0.2350314637016062
3495,Snx18,0.00019444270006254964,0.00044109645304260574,-0.290719956102774
8580,Acap2,0.0001974681282674426,0.0004475491850973218,-0.39900465161153864
3322,Gm5244,0.0001974681282674426,0.0004475491850973218,-0.33356055763393044
3745,Rpl38-ps1,0.0001974681282674426,0.0004475491850973218,0.4937115407796151
2089,Tmed2,0.0001974681282674426,0.0004475491850973218,-0.4104603224117094
694,Ero1lb,0.00020053774559523896,0.00045409016186168436,-0.2896775527607609
9204,4430402I18Rik,0.00020053774559523896,0.00045409016186168436,-0.3028604552566003
1620,Rai1,0.00020053774559523896,0.00045409016186168436,-0.4653885857218283
2900,Gm12669,0.00020053774559523896,0.00045409016186168436,-0.36186787072586224
5851,Leo1,0.00020365215020489618,0.00046072049439218796,-0.24146970430879566
7929,Plxnd1,0.00020365215020489618,0.00046072049439218796,-0.45936337543066674
1337,Ndufaf5,0.00020365215020489618,0.00046072049439218796,-0.43560307982761337
973,Mcc,0.00020365215020489618,0.00046072049439218796,-0.20763829980217352
4717,Arl2,0.0002068119476135646,0.0004671211410367568,0.5000806125579231
4675,Col9a3,0.0002068119476135646,0.0004671211410367568,-0.35546985032076517
9746,Tmem198,0.0002068119476135646,0.0004671211410367568,-0.4507045737004258
3860,Gatad2b,0.0002068119476135646,0.0004671211410367568,-0.46982061090902505
827,Abhd14a,0.0002068119476135646,0.0004671211410367568,-0.26735773608055347
7360,Pgam5,0.0002068119476135646,0.0004671211410367568,-0.348215855163132
9655,Dusp14,0.0002068119476135646,0.0004671211410367568,-0.4752871098918927
2652,Itpr1,0.00021001775077612297,0.0004741455062592845,-0.6285427215792874
1902,Rpn2,0.00021001775077612297,0.0004741455062592845,0.4973496642094499
1330,Rbmx,0.00021327018016541375,0.0004806109094251568,-0.2681478346453625
5822,Mgat2,0.00021327018016541375,0.0004806109094251568,-0.3919481166261649
9365,Cables2,0.00021327018016541375,0.0004806109094251568,-0.2521028521693154
1736,Spsb3,0.00021327018016541375,0.0004806109094251568,-0.28629019838472036
7403,Prex1,0.00021327018016541375,0.0004806109094251568,-0.44787183900607186
9252,Lclat1,0.00021327018016541375,0.0004806109094251568,-0.2583506368563402
8160,Chchd7,0.00021327018016541375,0.0004806109094251568,-0.3605495468207849
5232,Tspyl5,0.00021327018016541375,0.0004806109094251568,-0.45706603355299436
2970,Polg,0.00021656986385319596,0.0004876025632907755,-0.3010494943836344
141,Wdr77,0.00021656986385319596,0.0004876025632907755,-0.3307016801654914
1135,Btbd9,0.00021656986385319596,0.0004876025632907755,-0.30444069604392077
6064,Tk2,0.00021656986385319596,0.0004876025632907755,-0.34055269851032666
3869,Mal2,0.00021991743759180483,0.0004944643659308466,-0.5742100460770381
3578,Naa10,0.00021991743759180483,0.0004944643659308466,-0.27011618162222817
3126,Actg1,0.00021991743759180483,0.0004944643659308466,0.3850266632325088
5512,Npas2,0.00021991743759180483,0.0004944643659308466,-0.28111177082862326
7488,Nanp,0.00021991743759180483,0.0004944643659308466,-0.29847653839739774
320,Sgsm3,0.00021991743759180483,0.0004944643659308466,-0.3258087733922004
2983,Ankmy2,0.00022331354489652752,0.0005015302836915657,-0.303691594437411
2973,Pdp1,0.00022331354489652752,0.0005015302836915657,-0.6408976512414108
3868,Rala,0.00022331354489652752,0.0005015302836915657,-0.4455643703544583
3774,Cblb,0.00022331354489652752,0.0005015302836915657,-0.20946024534054608
7145,Gm14794,0.00022331354489652752,0.0005015302836915657,-0.23900489134499825
5130,Ddx46,0.0002267588371287056,0.0005086905160349852,-0.33584093492061484
796,5031439G07Rik,0.0002267588371287056,0.0005086905160349852,-0.45162002326243655
7302,Acp1,0.0002267588371287056,0.0005086905160349852,-0.3536499892341274
8529,Hexa,0.0002267588371287056,0.0005086905160349852,0.49369723865399173
6329,Rfc2,0.0002267588371287056,0.0005086905160349852,-0.2656455358620935
1221,R3hdm2,0.0002302539735795558,0.0005160631084328377,-0.5205774940989656
8327,Tra2b,0.0002302539735795558,0.0005160631084328377,-0.48655473290322426
4442,Dpy19l4,0.0002302539735795558,0.0005160631084328377,-0.35768263393145183
2170,Snrnp200,0.0002302539735795558,0.0005160631084328377,-0.4629015377061192
9169,Bcl7c,0.00023379962155472439,0.0005232985647151331,-0.2534244106785808
186,Man1a,0.00023379962155472439,0.0005232985647151331,-0.3216900658170596
7028,Mib2,0.00023379962155472439,0.0005232985647151331,-0.38690554521682863
882,Rims1,0.00023379962155472439,0.0005232985647151331,-0.42491263658107403
1589,Arfrp1,0.00023379962155472439,0.0005232985647151331,-0.4054735124816915
2799,Daam2,0.00023379962155472439,0.0005232985647151331,-0.3236557793675683
2814,Arhgef25,0.00023739645645957382,0.0005305089549931249,-0.4476694567152366
3548,Tsr1,0.00023739645645957382,0.0005305089549931249,-0.31660708403254034
492,Ndufaf7,0.00023739645645957382,0.0005305089549931249,-0.2874139182222679
5326,Tmem248,0.00023739645645957382,0.0005305089549931249,-0.43517446563599904
5451,Asap2,0.00023739645645957382,0.0005305089549931249,-0.32135638091591456
9066,Sh3rf1,0.00023739645645957382,0.0005305089549931249,-0.28462811750473893
8052,Pdzrn3,0.00023739645645957382,0.0005305089549931249,-0.22560887204807045
1169,Baz2a,0.00024104516188520512,0.0005380550059860863,-0.34314762479991145
9772,Naa15,0.00024104516188520512,0.0005380550059860863,-0.3480864426864798
5846,Zyx,0.00024104516188520512,0.0005380550059860863,-0.4555086793763019
9718,Lamp5,0.00024104516188520512,0.0005380550059860863,-0.5131723554185186
8848,Rnf215,0.00024104516188520512,0.0005380550059860863,-0.214768350583034
9682,Mpi,0.0002447464296952228,0.0005455782850326362,-0.2799593108910825
2193,Gm4750,0.0002447464296952228,0.0005455782850326362,0.3445251199926487
6139,Rpgr,0.0002447464296952228,0.0005455782850326362,-0.2866043454907068
9538,Ube2g1,0.0002447464296952228,0.0005455782850326362,-0.3642156511686805
9853,Cd47,0.0002447464296952228,0.0005455782850326362,-0.5163586114733691
6346,Map4k3,0.0002447464296952228,0.0005455782850326362,-0.43159038823954177
1358,Nt5c3,0.000248500960113247,0.0005533243300473447,-0.41129960370389806
4416,Arpp21,0.000248500960113247,0.0005533243300473447,-0.6848351633355714
199,Rab39b,0.000248500960113247,0.0005533243300473447,-0.33278205022473895
4248,Borcs6,0.000248500960113247,0.0005533243300473447,-0.20697431966344038
6672,Ptp4a3,0.000248500960113247,0.0005533243300473447,-0.4221538119988901
8711,Hsf1,0.0002523094618111724,0.0005611730003817285,-0.28864661080257736
2749,Cck,0.0002523094618111724,0.0005611730003817285,-0.45872861845394475
1456,Gm44261,0.0002523094618111724,0.0005611730003817285,-0.32720358127091664
1365,Gm10222,0.0002523094618111724,0.0005611730003817285,-0.34984907978217095
7121,Nudt18,0.0002523094618111724,0.0005611730003817285,-0.3349395898678251
4209,Dnajc11,0.0002561726519981816,0.0005692533796536412,-0.36003144295468203
4451,Sec63,0.0002561726519981816,0.0005692533796536412,-0.39744777320931135
1360,Rab36,0.0002561726519981816,0.0005692533796536412,-0.32403220613685857
9112,Arpc2,0.0002561726519981816,0.0005692533796536412,-0.5240684834697946
8754,Basp1,0.0002581249817594538,0.0005734629338752024,-0.2650608054083943
9880,H2afz,0.00026009125651051747,0.000577053779021877,-0.40936728882151474
8749,Camkv,0.00026009125651051747,0.000577053779021877,0.5909564405160541
4019,Pfdn4,0.00026009125651051747,0.000577053779021877,-0.37831808405530865
1533,Grpel1,0.00026009125651051747,0.000577053779021877,-0.44285670151840417
491,Arid4b,0.00026009125651051747,0.000577053779021877,-0.38916777747510345
4762,Jup,0.00026009125651051747,0.000577053779021877,-0.2819626639049533
9755,Nsdhl,0.0002640660099020131,0.0005852161818908189,-0.27631491415043197
6607,Golga3,0.0002640660099020131,0.0005852161818908189,-0.2588539073649665
8491,Gpi1,0.0002640660099020131,0.0005852161818908189,0.4903398691824874
8805,Dnal1,0.0002640660099020131,0.0005852161818908189,-0.43938430781163085
4217,Erp44,0.0002640660099020131,0.0005852161818908189,-0.31401983342897655
8785,Ncoa5,0.0002680976555353945,0.0005929555345878958,-0.2765453455078193
9020,B4galt3,0.0002680976555353945,0.0005929555345878958,-0.3633044406578847
4835,Panx1,0.0002680976555353945,0.0005929555345878958,-0.25413043483230524
4607,Ccdc93,0.0002680976555353945,0.0005929555345878958,-0.16637076569088283
4466,Nrn1,0.0002680976555353945,0.0005929555345878958,-0.6566425272478442
3048,Ddc,0.0002680976555353945,0.0005929555345878958,-0.24774537376766137
6579,Clock,0.0002680976555353945,0.0005929555345878958,-0.40126811065830736
1266,Wasl,0.0002680976555353945,0.0005929555345878958,-0.5057744922685128
2967,Rbms1,0.0002680976555353945,0.0005929555345878958,-0.3300247264930132
4936,Ifi27,0.0002721869456743458,0.0006018653226545157,0.4451812415092329
8615,Dnpep,0.00027633464157635193,0.0006100822604585695,-0.38255077176571906
2036,Gpr85,0.00027633464157635193,0.0006100822604585695,-0.36677698097382017
4997,Psmc5,0.00027633464157635193,0.0006100822604585695,-0.5171725055037415
3296,Map9,0.00027633464157635193,0.0006100822604585695,-0.3933227844577063
4774,Gm6030,0.00027633464157635193,0.0006100822604585695,-0.3269310601186577
3092,Tbc1d14,0.00027633464157635193,0.0006100822604585695,-0.40768053458468234
2857,Nmt2,0.00027633464157635193,0.0006100822604585695,-0.37250770627672036
8739,Mest,0.00028054151358631826,0.0006184040093381119,-0.328919675811731
3814,Usp32,0.00028054151358631826,0.0006184040093381119,-0.5576458798211466
7709,Aurkaip1,0.00028054151358631826,0.0006184040093381119,-0.384940951048538
8792,Aimp2,0.00028054151358631826,0.0006184040093381119,-0.2296138589948029
4307,Pou6f1,0.00028054151358631826,0.0006184040093381119,-0.2681317464868327
4338,Bcl6,0.00028054151358631826,0.0006184040093381119,-0.23029517261874766
863,Aasdhppt,0.00028054151358631826,0.0006184040093381119,-0.33206250445458796
9346,Ufsp2,0.00028480834123097176,0.000626553017522349,-0.2734387494229136
6338,Elp6,0.00028480834123097176,0.000626553017522349,-0.2532933715359542
5172,Mrpl18,0.00028480834123097176,0.000626553017522349,-0.3023743315287808
2817,Gm10925,0.00028480834123097176,0.000626553017522349,-0.13180162803942963
5602,Mctp1,0.00028480834123097176,0.000626553017522349,-0.2987956085203898
535,Lias,0.00028480834123097176,0.000626553017522349,-0.31221252673601363
7233,Grm1,0.00028480834123097176,0.000626553017522349,-0.3966369024669074
719,Fbxo8,0.00028480834123097176,0.000626553017522349,-0.31490926263012575
11,Smarcd1,0.00028480834123097176,0.000626553017522349,-0.44478171319020454
2518,Tmem161b,0.00028913591331404504,0.0006353668570448351,-0.26581605509964845
6000,Bmpr1a,0.00028913591331404504,0.0006353668570448351,-0.4084935305937991
9193,Cmtm5,0.00028913591331404504,0.0006353668570448351,-0.478339838397952
865,Smpdl3a,0.00028913591331404504,0.0006353668570448351,-0.2909147846660307
307,Nptx2,0.00028913591331404504,0.0006353668570448351,-0.5235508364487949
3841,Crls1,0.00029352502801225646,0.0006442962285611833,-0.4068864758648303
6690,Dgkd,0.00029352502801225646,0.0006442962285611833,-0.396820248844727
1453,Mrps35,0.00029352502801225646,0.0006442962285611833,-0.2841177458847586
9155,Gsr,0.00029352502801225646,0.0006442962285611833,-0.32270983520764496
9397,Eef1g,0.00029352502801225646,0.0006442962285611833,0.4608507883861437
8046,Rps25,0.0002957429158589868,0.0006490205560321554,0.4447829953125879
931,Ints3,0.0002979764929720775,0.0006534873520223371,-0.41890546649815086
4519,Rpl36,0.0002979764929720775,0.0006534873520223371,0.44110888910851376
2557,Ndufs3,0.0002979764929720775,0.0006534873520223371,-0.3070178664751113
7594,March5,0.00030249112540729745,0.0006629474310266712,-0.40264717529279004
2883,Hmgb1,0.00030249112540729745,0.0006629474310266712,-0.23657095888648438
4010,Zfp74,0.00030249112540729745,0.0006629474310266712,-0.2268351825956847
5774,Utp3,0.00030706975219739404,0.0006719400704465426,-0.34390306491377665
5174,Rpl35,0.00030706975219739404,0.0006719400704465426,0.4084687888024172
6393,Usp3,0.00030706975219739404,0.0006719400704465426,-0.26303207229621783
7802,Alg11,0.00030706975219739404,0.0006719400704465426,-0.2838398413788852
4448,Gabarap,0.00030706975219739404,0.0006719400704465426,0.5278625294577708
7092,Uros,0.00030706975219739404,0.0006719400704465426,-0.29325161756351115
1470,Cpt1a,0.00030706975219739404,0.0006719400704465426,-0.2792219505971758
2090,St3gal6,0.00031171320998670546,0.0006810465517664481,-0.28422040921229197
9452,Gse1,0.00031171320998670546,0.0006810465517664481,-0.42698263469564157
1412,Ncdn,0.00031171320998670546,0.0006810465517664481,0.39969705808091227
9773,Msra,0.00031171320998670546,0.0006810465517664481,-0.33109940891605927
428,Limch1,0.00031171320998670546,0.0006810465517664481,-0.3805102725303362
5529,Kcnip3,0.00031171320998670546,0.0006810465517664481,-0.5541310424932382
9109,Fkbp1b,0.00031171320998670546,0.0006810465517664481,-0.3368339244524785
5746,Adora1,0.0003164223452844085,0.0006907251239846984,-0.5315500030224749
8760,Ash1l,0.0003164223452844085,0.0006907251239846984,-0.46383305480351744
9580,Dennd1b,0.0003164223452844085,0.0006907251239846984,-0.19128642857916045
1585,Slc7a8,0.0003164223452844085,0.0006907251239846984,-0.40568738359633016
906,Rnaset2b,0.0003211980145653183,0.0007008407494694959,-0.27202938577263325
9325,St7l,0.0003211980145653183,0.0007008407494694959,-0.2345990412931087
2838,Ccdc85a,0.00032604108437149515,0.0007109377226553232,-0.36646650403934533
3923,Usp27x,0.00032604108437149515,0.0007109377226553232,-0.2208046445607703
7641,Eif3j2,0.00032604108437149515,0.0007109377226553232,-0.4196601672276792
8683,Gtdc1,0.00033095243141467446,0.0007210113199703533,-0.29048825938868905
5536,Nr4a2,0.00033095243141467446,0.0007210113199703533,-0.5262478248773048
3447,Hspa1a,0.00033095243141467446,0.0007210113199703533,-0.22508498550553213
4499,Cenpx,0.00033095243141467446,0.0007210113199703533,-0.32328031716106853
2568,Hgsnat,0.00033593294267952433,0.0007307354005999416,-0.3344481461506401
9594,Ywhah,0.00033593294267952433,0.0007307354005999416,0.30569203172733417
5361,Mdh2,0.00033593294267952433,0.0007307354005999416,0.4474915242932713
6110,Wbp1,0.00033593294267952433,0.0007307354005999416,-0.31917218175296913
2441,Arhgap5,0.00033593294267952433,0.0007307354005999416,-0.5631611597512691
6328,Dcaf12,0.00033593294267952433,0.0007307354005999416,-0.3587361748856157
8716,Ppp1r12c,0.00033593294267952433,0.0007307354005999416,-0.3368309353206804
6176,Sertm1,0.00034098351552772923,0.0007407443827658817,-0.37072121065784813
2718,Gm10053,0.00034098351552772923,0.0007407443827658817,-0.41756045944540077
3020,Rpl12,0.00034098351552772923,0.0007407443827658817,0.5114999166190337
1658,Elovl5,0.00034098351552772923,0.0007407443827658817,-0.3609484774755236
1262,Tmem185a,0.00034098351552772923,0.0007407443827658817,-0.31813731543781554
9590,Ktn1,0.00034098351552772923,0.0007407443827658817,-0.4471700862748431
1136,Oraov1,0.0003461050578028968,0.0007510456979258737,-0.2520877114345792
4750,Kif21a,0.0003461050578028968,0.0007510456979258737,-0.4438458037095998
2993,Zdhhc16,0.0003461050578028968,0.0007510456979258737,-0.2715742348887069
4556,Mrps2,0.0003461050578028968,0.0007510456979258737,-0.3341533564345971
2657,Uri1,0.0003461050578028968,0.0007510456979258737,-0.3346163414259715
6613,0610010F05Rik,0.0003512984879363137,0.0007616471490585034,-0.40119914789164834
9159,Rps27,0.0003512984879363137,0.0007616471490585034,0.39674635857542384
408,B9d2,0.0003512984879363137,0.0007616471490585034,-0.19419664843341522
6301,Plekha6,0.0003512984879363137,0.0007616471490585034,-0.3749239329300478
9641,Rabgef1,0.00035656473505353217,0.0007725569259493197,-0.3382675372180879
8685,Tob1,0.00035656473505353217,0.0007725569259493197,-0.40850803651046785
7014,Srsf1,0.00035656473505353217,0.0007725569259493197,-0.43753325964296064
895,Rassf2,0.0003619047390817949,0.0007836120778586555,-0.2618398437985876
6458,Nelfe,0.0003619047390817949,0.0007836120778586555,-0.30152155242133993
4817,Prkcsh,0.0003619047390817949,0.0007836120778586555,-0.4210135632293115
8306,Gria2,0.0003673194508583196,0.0007948143760589142,-0.4076933447440645
551,Pcid2,0.0003673194508583196,0.0007948143760589142,-0.20777962641367687
7785,Mpv17l,0.0003673194508583196,0.0007948143760589142,-0.384465081367404
3657,Boc,0.0003728098322394177,0.000805109729391958,-0.24466235468030284
5601,Pygm,0.0003728098322394177,0.000805109729391958,-0.20923615067127344
3069,Pank1,0.0003728098322394177,0.000805109729391958,-0.22825538246510746
5563,Icmt,0.0003728098322394177,0.000805109729391958,-0.231548312997516
8596,Rc3h1,0.0003728098322394177,0.000805109729391958,-0.2937836692373752
1739,Sdhc,0.0003728098322394177,0.000805109729391958,-0.43974666078159874
7766,Klhl26,0.0003728098322394177,0.000805109729391958,-0.3651872807941672
2226,Amigo2,0.0003728098322394177,0.000805109729391958,-0.26684029071663584
579,3830406C13Rik,0.0003728098322394177,0.000805109729391958,-0.2660228232592914
7520,Pcnt,0.00037837685621047577,0.0008167755266179876,-0.1872761099759206
4605,Gm10288,0.00037837685621047577,0.0008167755266179876,-0.4233008351250378
8974,Fyn,0.00038402150699679173,0.0008280568371227682,-0.44099631410325735
7133,D1Ertd622e,0.00038402150699679173,0.0008280568371227682,-0.4209585976311745
4561,Itsn1,0.00038402150699679173,0.0008280568371227682,-0.416002728929584
6568,Nap1l5,0.00038402150699679173,0.0008280568371227682,0.3867241195749713
2898,Bcas1,0.00038402150699679173,0.0008280568371227682,-0.403585702859675
6099,Akr1b10,0.0003897447801752699,0.0008396657470108766,-0.29573249635020904
2638,Josd2,0.0003897447801752699,0.0008396657470108766,-0.3877357399859642
190,Eno1b,0.0003897447801752699,0.0008396657470108766,-0.3066076049348929
4895,Mesdc1,0.0003897447801752699,0.0008396657470108766,-0.17359411479192843
1616,Syngr1,0.0003955476827869775,0.000850870455710278,0.48772964027124033
9725,Pold2,0.0003955476827869775,0.000850870455710278,-0.27693662313166634
7342,Iqgap1,0.0003955476827869775,0.000850870455710278,-0.24336689594220218
7789,Stard4,0.0003955476827869775,0.000850870455710278,-0.21358325425213387
7946,Srprb,0.0003955476827869775,0.000850870455710278,-0.4414598749362737
4829,Etfrf1,0.0003955476827869775,0.000850870455710278,-0.31155799505788107
8442,Actn1,0.0003955476827869775,0.000850870455710278,-0.46513347480146994
9060,Rsrc1,0.00040143123345057566,0.0008625888776121948,-0.34640430785896825
4685,Gabra5,0.00040143123345057566,0.0008625888776121948,-0.40910554993800385
9484,Plekhg1,0.00040143123345057566,0.0008625888776121948,-0.21564921386575353
4309,Phtf2,0.00040143123345057566,0.0008625888776121948,-0.22392453768495368
5112,Ubap2l,0.00040143123345057566,0.0008625888776121948,-0.3623769835185353
6331,Hdac2,0.0004073964624766134,0.0008736989384958023,-0.44822955038804846
3705,Ttc9c,0.0004073964624766134,0.0008736989384958023,-0.32244387150037035
4691,Mro,0.0004073964624766134,0.0008736989384958023,-0.17819682954702465
7643,Arid1a,0.0004073964624766134,0.0008736989384958023,-0.43387144850198034
639,Qdpr,0.0004073964624766134,0.0008736989384958023,0.5604864594217149
5873,Abcg2,0.0004073964624766134,0.0008736989384958023,-0.35303630033731714
4888,Ppp2r5e,0.0004073964624766134,0.0008736989384958023,-0.3269684677193636
7050,Wdtc1,0.0004073964624766134,0.0008736989384958023,-0.3245467522655554
