,gene,pval,padj,lfc
9765,Gfm2,1.2487324414371664e-05,3.5316495263401625e-05,-0.36435096777514264
8744,Gm6863,1.2487324414371664e-05,3.5316495263401625e-05,-0.39538595661823894
3681,Ptprg,1.2487324414371664e-05,3.5316495263401625e-05,-0.5060939912881839
8853,Plppr5,1.2487324414371664e-05,3.5316495263401625e-05,-0.388136799881889
7423,mt-Tw,1.2487324414371664e-05,3.5316495263401625e-05,0.5167757324631133
5260,Ly6a,1.2711949806457528e-05,3.589021673381402e-05,-0.42356633780519015
752,Lingo1,1.2711949806457528e-05,3.589021673381402e-05,-0.6806383568895766
1329,Oplah,1.2711949806457528e-05,3.589021673381402e-05,-0.3475907899588053
7556,Cntd1,1.2711949806457528e-05,3.589021673381402e-05,-0.32847383918090145
838,Limk2,1.2711949806457528e-05,3.589021673381402e-05,-0.4306972845488648
2386,Inppl1,1.2711949806457528e-05,3.589021673381402e-05,-0.26352176335849276
9732,Cfh,1.2940427441818302e-05,3.649362847260788e-05,-0.37210815672624964
7298,Ccdc9,1.2940427441818302e-05,3.649362847260788e-05,-0.33117627091844604
1353,Rasa3,1.2940427441818302e-05,3.649362847260788e-05,-0.4859721031193933
6047,Selenoo,1.2940427441818302e-05,3.649362847260788e-05,-0.4178205256544194
6413,Gm10123,1.3172819858299557e-05,3.712783671172579e-05,-0.27472543892332
8950,Cbfb,1.3172819858299557e-05,3.712783671172579e-05,-0.41609414877211126
5286,Gm7482,1.3409190545447664e-05,3.776177684774089e-05,-0.29329943749437604
562,Mfsd5,1.3409190545447664e-05,3.776177684774089e-05,-0.45356105121346957
9598,Dhrs7,1.3409190545447664e-05,3.776177684774089e-05,-0.32063297081366304
4766,Sh3d19,1.3649603957893718e-05,3.84278690823684e-05,-0.2817727871638356
519,Dnajc3,1.3894125528907757e-05,3.9038507201784846e-05,-0.456775153287027
4899,Pspc1,1.3894125528907757e-05,3.9038507201784846e-05,-0.41466509417715525
3957,Tln2,1.3894125528907757e-05,3.9038507201784846e-05,-0.41889483486421764
3645,Zfp330,1.3894125528907757e-05,3.9038507201784846e-05,-0.3271727307944978
4736,Mfn1,1.3894125528907757e-05,3.9038507201784846e-05,-0.4721644349984224
215,Rab8a,1.3894125528907757e-05,3.9038507201784846e-05,-0.5032053640472318
8543,Wbscr22,1.3894125528907757e-05,3.9038507201784846e-05,-0.47318258628986065
8910,Zc3h7b,1.4142821684124742e-05,3.9669672503840677e-05,-0.34953766871267256
6337,Prkcd,1.4142821684124742e-05,3.9669672503840677e-05,-0.6556136546670199
6048,Il1rapl1,1.4142821684124742e-05,3.9669672503840677e-05,-0.2930871731290141
6017,Dennd4c,1.4142821684124742e-05,3.9669672503840677e-05,-0.2893778207230868
6006,Zfp810,1.4142821684124742e-05,3.9669672503840677e-05,-0.2652036221416969
4560,Dusp11,1.4142821684124742e-05,3.9669672503840677e-05,-0.31699925031227494
230,mt-Nd1,1.4395759855444282e-05,4.032198534821922e-05,-0.16616385689537339
8319,Pcnx,1.4395759855444282e-05,4.032198534821922e-05,-0.37706344978065154
212,Git2,1.4395759855444282e-05,4.032198534821922e-05,-0.3842097157174358
4758,Gtpbp6,1.4395759855444282e-05,4.032198534821922e-05,-0.37164733643239156
1854,Hccs,1.4395759855444282e-05,4.032198534821922e-05,-0.31494084799352695
5952,Rbm6,1.46530084951064e-05,4.100769817315067e-05,-0.3700094206748936
8438,Uqcrc1,1.46530084951064e-05,4.100769817315067e-05,0.7146682613737303
7884,Canx,1.46530084951064e-05,4.100769817315067e-05,0.4475469621223809
2602,Fndc10,1.4914637089944566e-05,4.164564062399706e-05,-0.3329263111485057
3768,Lyrm1,1.4914637089944566e-05,4.164564062399706e-05,-0.21368709541091846
696,A330009N23Rik,1.4914637089944566e-05,4.164564062399706e-05,-0.2123812992249352
8937,Tpp2,1.4914637089944566e-05,4.164564062399706e-05,-0.4469678191302737
2026,Tpt1-ps3,1.4914637089944566e-05,4.164564062399706e-05,-0.5289801710238375
3408,Gm11970,1.4914637089944566e-05,4.164564062399706e-05,-0.3279837658059108
2741,Fbrs,1.4914637089944566e-05,4.164564062399706e-05,-0.3447341964819328
2853,Bod1l,1.4914637089944566e-05,4.164564062399706e-05,-0.42589213679035787
4032,Ei24,1.5180716175818333e-05,4.232886841244948e-05,-0.37238543110604017
8171,Zfp1,1.5180716175818333e-05,4.232886841244948e-05,-0.26249248134394687
3080,Ppp1r3c,1.5180716175818333e-05,4.232886841244948e-05,-0.34508268844795964
9505,Atg4b,1.5180716175818333e-05,4.232886841244948e-05,-0.3543157811398183
9637,Uchl3,1.5180716175818333e-05,4.232886841244948e-05,-0.3547652366827583
7522,Gm7091,1.545131735222775e-05,4.3071254597235595e-05,-0.46351359431426165
2024,mt-Ts2,1.5726513297111004e-05,4.3752079878604935e-05,0.5361241630256215
3707,Tatdn2,1.5726513297111004e-05,4.3752079878604935e-05,-0.25081618540229034
9377,Prdx6,1.5726513297111004e-05,4.3752079878604935e-05,0.6191771342145787
9819,Ppfia1,1.5726513297111004e-05,4.3752079878604935e-05,-0.37965412362300643
7819,Fam13a,1.5726513297111004e-05,4.3752079878604935e-05,-0.2762981509793123
9231,Hdac9,1.5726513297111004e-05,4.3752079878604935e-05,-0.40192374220707716
3291,Mbtps2,1.5726513297111004e-05,4.3752079878604935e-05,-0.2798680730378402
8927,Mxd1,1.600637778182741e-05,4.4518160077486236e-05,-0.24697851869269805
7240,Pttg1,1.629098568632847e-05,4.523343289218287e-05,-0.447616326833586
1378,4930453N24Rik,1.629098568632847e-05,4.523343289218287e-05,-0.330421507696645
7882,Nudcd1,1.629098568632847e-05,4.523343289218287e-05,-0.294379086777397
1880,Suco,1.629098568632847e-05,4.523343289218287e-05,-0.4103633698620861
33,Dolpp1,1.629098568632847e-05,4.523343289218287e-05,-0.272285215648707
4963,Mir703,1.629098568632847e-05,4.523343289218287e-05,0.5583285744407487
5739,Rnf187,1.6580413014517654e-05,4.5959659835422566e-05,0.5940341674290224
7180,Nuak1,1.6580413014517654e-05,4.5959659835422566e-05,-0.4266282671063566
6018,Bcl2,1.6580413014517654e-05,4.5959659835422566e-05,-0.33286313222373476
1469,Bcs1l,1.6580413014517654e-05,4.5959659835422566e-05,-0.28480361290010237
4188,Tmem263,1.6580413014517654e-05,4.5959659835422566e-05,-0.40974663832881575
6156,Arl4c,1.6580413014517654e-05,4.5959659835422566e-05,-0.39265267007348026
9101,Clip3,1.6874736909802417e-05,4.676240119010513e-05,0.5281355540076103
4770,Pddc1,1.7174035670839124e-05,4.757847518667361e-05,-0.47445449844462306
2936,Supt16,1.7478388767474398e-05,4.836746855290188e-05,-0.29917753759592625
8426,Pten,1.7478388767474398e-05,4.836746855290188e-05,-0.4666107273063238
9638,Necap2,1.7478388767474398e-05,4.836746855290188e-05,-0.47225627387048696
