,gene,pval,sig,lfc,DEG
1483,PRKDC,0.0020814604741516184,6.873866008550662e-05,2.873833485597689,Not significant
5069,SLC7A1,0.002092259444230617,6.582188098518218e-05,1.9354651302026384,Not significant
3772,PDLIM5,0.002092259444230617,6.582188098518218e-05,2.338455817791881,Not significant
2574,CPOX,0.002092259444230617,6.582188098518218e-05,2.206791307972672,Not significant
455,SLIRP,0.002092259444230617,6.582188098518218e-05,2.199623882625795,Not significant
2905,DEK,0.0021031097799385514,6.341589192566182e-05,2.0570321477146525,Not significant
135,ATP6V1A,0.0021031097799385514,6.341589192566182e-05,2.2458021865438758,Not significant
2771,RPRD1A,0.0021140116996665598,6.083186804239697e-05,2.1247848058809,Not significant
1959,VPS25,0.0021140116996665598,6.083186804239697e-05,2.6430532990035758,Not significant
1077,C19orf53,0.0021140116996665598,6.083186804239697e-05,2.60190919635468,Not significant
4310,DHX36,0.002135971168710915,5.5826608263119896e-05,2.303486788991526,Not significant
283,GPAA1,0.002158139614378002,5.097420753626594e-05,2.337538694711605,Not significant
3164,RPUSD3,0.002158139614378002,5.097420753626594e-05,2.1132703569221825,Not significant
3075,COA4,0.0021693027578802574,4.885207233051129e-05,2.1405376589156098,Not significant
1648,SLC4A2,0.0021693027578802574,4.885207233051129e-05,2.2497593765458155,Not significant
1977,NEK7,0.0021805188124643876,4.6809970674098505e-05,2.465381728497286,Not significant
1780,PDE3B,0.0021917880021137706,4.474694245911797e-05,2.038346989774627,Not significant
3228,PPP1R1C,0.0021917880021137706,4.474694245911797e-05,1.9938211782417434,Not significant
2811,ADPRHL2,0.0022144866865827437,4.086489771263823e-05,2.0011798583639453,Not significant
4037,ATP13A2,0.0022144866865827437,4.086489771263823e-05,2.043500194575698,Not significant
3203,NCSTN,0.0022489388724236167,3.552962251519048e-05,2.4679135089043553,Not significant
2229,ANP32E,0.0022489388724236167,3.552962251519048e-05,2.0799403343021905,Not significant
924,RP11-785H5.1,0.002260531621504065,3.3998756544366916e-05,2.213970714418168,Not significant
451,CXCL9,0.0022721790962743535,3.245398333979393e-05,2.2677775284369135,Not significant
3138,SCARB2,0.002283881527241988,3.097298126597866e-05,2.5696176634285273,Not significant
748,MOSPD1,0.002283881527241988,3.097298126597866e-05,2.0235137087797987,Not significant
3196,ZFP36,0.002283881527241988,3.097298126597866e-05,-2.0182282877713518,Not significant
986,RNF144A,0.002283881527241988,3.097298126597866e-05,2.125144867711522,Not significant
1571,ELAVL1,0.0022956391457400025,2.975789304387303e-05,2.306115210712217,Not significant
3566,SNRPE,0.0022956391457400025,2.975789304387303e-05,2.5689009862492895,Not significant
3197,RNF40,0.0022956391457400025,2.975789304387303e-05,2.1988588846744497,Not significant
2009,LAMP2,0.0022956391457400025,2.975789304387303e-05,2.512097951835626,Not significant
3185,UBR7,0.0023074521839292366,2.8586534586401324e-05,2.017673580578828,Not significant
2478,MTHFD1,0.0023074521839292366,2.8586534586401324e-05,2.189774297388047,Not significant
1060,PGRMC1,0.0023193208748005533,2.7330270360671866e-05,2.193645613076626,Not significant
263,OAZ1,0.0023312454521771044,2.6063444798396362e-05,-0.17651389156347363,Not significant
742,PTOV1,0.0023312454521771044,2.6063444798396362e-05,2.597893530197048,Not significant
311,GBP4,0.002355263205913343,2.368822362251503e-05,2.234399156364943,Not significant
2025,ECE1,0.0023673568541009446,2.2575873744517195e-05,-1.9764836546357094,Not significant
50,OS9,0.0023673568541009446,2.2575873744517195e-05,2.534719691867041,Not significant
4064,CTNS,0.0023795073324541184,2.1562477032308133e-05,1.9888971694376378,Not significant
3575,SNX5,0.0023795073324541184,2.1562477032308133e-05,2.4533631957335755,Not significant
4483,BIN1,0.0023795073324541184,2.1562477032308133e-05,-2.082189434592359,Not significant
3520,PSMC2,0.0023795073324541184,2.1562477032308133e-05,2.4066036976726606,Not significant
999,PNISR,0.0024163021329213,1.8675147098051943e-05,-1.7182359990280274,Not significant
858,FTH1,0.0024163021329213,1.8675147098051943e-05,2.3019568159717303,Not significant
4669,CYTH4,0.0024286823205890576,1.7822804394451364e-05,-2.0152693033336533,Not significant
2913,EGFL7,0.0024286823205890576,1.7822804394451364e-05,-1.548644738523207,Not significant
834,ZFP36L1,0.0024411205369945354,1.7006089236151755e-05,-0.31166121124737867,Not significant
395,LHFPL2,0.0024411205369945354,1.7006089236151755e-05,2.1966043201295316,Not significant
308,PDE7A,0.0024411205369945354,1.7006089236151755e-05,-2.1377557035067216,Not significant
3602,SOCS6,0.0024411205369945354,1.7006089236151755e-05,2.08222288070182,Not significant
689,PGM2,0.0024787857856248723,1.468349510601735e-05,2.1383996647815664,Not significant
2495,PRNP,0.0024914585482636417,1.396452365804332e-05,2.526666545833909,Not significant
3284,TOMM34,0.002504190559584125,1.3277815081330844e-05,1.9972766699717734,Not significant
4654,ZC3H7B,0.002529833315452609,1.1965681003935541e-05,2.1543829279914117,Not significant
3763,QSOX1,0.0025427445557654475,1.1369502725767246e-05,2.2216649423629775,Not significant
43,MINOS1,0.0025427445557654475,1.1369502725767246e-05,2.7317001164946775,Not significant
4166,PRDX1,0.0025557160362942367,1.082827247812807e-05,2.139174431009762,Not significant
3637,ACLY,0.0025557160362942367,1.082827247812807e-05,2.3055772443605305,Not significant
5184,AGBL5,0.0025687480071053593,1.0310747117187896e-05,2.0475358467393407,Not significant
4191,CDK5,0.0025687480071053593,1.0310747117187896e-05,2.1059815144069107,Not significant
2987,DDX17,0.0025818407191428873,9.815988722903689e-06,-0.5999497631051938,Not significant
98,VWF,0.002608209375075826,8.821793065828809e-06,-2.1089909072027817,Not significant
583,STAB1,0.002608209375075826,8.821793065828809e-06,-2.244694487758803,Not significant
246,IFI27,0.002648224242498777,7.512351413727183e-06,2.2526365493181144,Not significant
2654,C4orf48,0.002661686721161923,7.1234877365388214e-06,2.264874111941578,Not significant
473,MBNL1,0.002661686721161923,7.1234877365388214e-06,-0.9300979580150406,Not significant
3015,BCKDK,0.002661686721161923,7.1234877365388214e-06,2.3355042809666253,Not significant
845,ATP6V0A1,0.0026752117224291615,6.789458626468597e-06,2.313367181241104,Not significant
4948,AFG3L2,0.0026752117224291615,6.789458626468597e-06,2.0033588467812216,Not significant
3830,NAA50,0.002688799504349151,6.452536124808539e-06,2.5421778850762977,Not significant
223,NOP10,0.002688799504349151,6.452536124808539e-06,2.165262218510532,Not significant
1106,CHD2,0.0027161644468366225,5.792797971442858e-06,-1.855845477146427,Not significant
2764,MRPS6,0.0027161644468366225,5.792797971442858e-06,2.4217921409977574,Not significant
2773,COMMD7,0.0027576892184655436,4.905185845406452e-06,2.2048846022141944,Not significant
3291,TBC1D23,0.0027716591538001216,4.642634306519312e-06,2.2453204460147953,Not significant
5335,VPREB3,0.0027856937014149883,4.393081679117864e-06,-2.0900454633791514,Not significant
3240,MRPL44,0.0027856937014149883,4.393081679117864e-06,2.0576252256963663,Not significant
1420,LIG1,0.0027997931266115156,4.167610587019301e-06,2.1460421032151835,Not significant
1741,MRPL12,0.0027997931266115156,4.167610587019301e-06,2.5402756323787927,Not significant
843,YWHAZ,0.002813957695608172,3.952868084141945e-06,0.9966677273644198,Not significant
2192,AKT1,0.002813957695608172,3.952868084141945e-06,2.4094726028298066,Not significant
1399,PPP2R1A,0.002828187675542799,3.7483879200106216e-06,2.600614177130989,Not significant
5092,FDCSP,0.002828187675542799,3.7483879200106216e-06,-2.250365222930297,Not significant
2619,FNBP1,0.002842483334474993,3.5537219321772013e-06,-1.8353290900149823,Not significant
469,RSL1D1,0.002871272766193119,3.1647086804872914e-06,2.627991058598065,Not significant
1874,SF3B6,0.002871272766193119,3.1647086804872914e-06,2.301792102743088,Not significant
4065,ZNF146,0.002871272766193119,3.1647086804872914e-06,2.0620752847037096,Not significant
4853,ANO6,0.0028857670797279595,3.00695571359348e-06,1.9744212809575719,Not significant
3077,GYG2,0.0028857670797279595,3.00695571359348e-06,1.9573921888746728,Not significant
4495,SUCLG1,0.0029149562610012126,2.6816136053337953e-06,2.176298593211858,Not significant
658,ATP2B1,0.0029149562610012126,2.6816136053337953e-06,-2.1187867784684515,Not significant
4600,EPHB3,0.0029149562610012126,2.6816136053337953e-06,1.9168138601581426,Not significant
2855,MAST2,0.00292965167508216,2.5463452883702356e-06,2.0396537740577525,Not significant
1865,KIAA0196,0.002944414670583039,2.4032242438814395e-06,2.1852712025106307,Not significant
3188,VOPP1,0.0029592455230216435,2.267579075097411e-06,-2.019631432894476,Not significant
4750,CCNB1IP1,0.0029741445088586477,2.139051861471684e-06,2.094540211514442,Not significant
1609,GBF1,0.0029741445088586477,2.139051861471684e-06,-1.7278151875904855,Not significant
2950,FAM174B,0.0029741445088586477,2.139051861471684e-06,1.94900260810339,Not significant
367,FDPS,0.0029741445088586477,2.139051861471684e-06,2.1444002952307812,Not significant
2684,JAG1,0.002989111905499901,2.035498994193813e-06,2.097683047043085,Not significant
195,RPL14,0.003034427348535413,1.6946330542468401e-06,-0.21384077378730915,Not significant
5425,RASAL3,0.003034427348535413,1.6946330542468401e-06,-2.0621431812859194,Not significant
1194,LONP1,0.003034427348535413,1.6946330542468401e-06,2.4149194679395314,Not significant
1852,RNASEH2C,0.0030958226861830516,1.3289497745692996e-06,2.2606188839985273,Not significant
3006,DPY19L4,0.0031113474700726015,1.2507347013103782e-06,2.0318399173561117,Not significant
4031,ATP1B1,0.0031113474700726015,1.2507347013103782e-06,2.2066175033200093,Not significant
2018,MYLIP,0.0031113474700726015,1.2507347013103782e-06,2.423672405436826,Not significant
2488,PFDN2,0.003126943204342865,1.1842100480375867e-06,2.233143849434331,Not significant
3774,IFRD1,0.0031426101759816903,1.113965263764674e-06,2.0346123504137585,Not significant
1220,PPP2CB,0.0031426101759816903,1.113965263764674e-06,2.2581561000834443,Not significant
4194,TMEM209,0.003158348672948129,1.0509309084324148e-06,2.183896743690824,Not significant
4020,CD2BP2,0.0031741589841748578,9.880865461373132e-07,2.148310430910253,Not significant
3583,SETD3,0.0031741589841748578,9.880865461373132e-07,2.0069091620275,Not significant
4246,FAM195B,0.0031741589841748578,9.880865461373132e-07,2.4318088420340787,Not significant
2658,SEMA5A,0.003190041399570515,9.347082937605716e-07,2.21913966633014,Not significant
559,RPL23,0.0032059962100221178,8.783754322835214e-07,-0.3644203068038774,Not significant
317,CALR,0.0032220237073974046,8.252173495289494e-07,0.30293666312592293,Not significant
589,PGAM1,0.0032381241845472466,7.750686438424157e-07,2.163361872557061,Not significant
1978,NDUFB2,0.0032381241845472466,7.750686438424157e-07,1.9518348365716793,Not significant
1272,PPP1R16A,0.003286866437949637,6.39032841134625e-07,2.0199365216146856,Not significant
3014,KCTD3,0.003286866437949637,6.39032841134625e-07,1.9770561989311106,Not significant
12,PGP,0.0033528957653137324,4.909888826054147e-07,2.0530847286081615,Not significant
723,EI24,0.0033528957653137324,4.909888826054147e-07,2.309393279116172,Not significant
595,S100A13,0.0033863613788587066,4.3107958719894173e-07,2.2106747623046785,Not significant
556,PTPN12,0.0034032079785443975,4.037561693244165e-07,2.4113319425611093,Not significant
772,VAPA,0.003420130844932828,3.7805891040306127e-07,2.4296985810349248,Not significant
3111,INPP4B,0.003420130844932828,3.7805891040306127e-07,1.9530684259252349,Not significant
888,PKIG,0.003454206598170599,3.3118755919473444e-07,2.7136353462111686,Not significant
2559,PIR,0.003454206598170599,3.3118755919473444e-07,1.9086741687113524,Not significant
3108,FSTL1,0.003454206598170599,3.3118755919473444e-07,-1.826997842401522,Not significant
827,NDUFB11,0.003471360097734216,3.120097464387599e-07,2.4734708474298586,Not significant
3652,ALKBH5,0.0034885910894339287,2.918322098343916e-07,2.385643064142746,Not significant
442,EEF1A1,0.0035058998821756024,2.7288181958427917e-07,-0.22862172381867296,Not significant
375,RPL22,0.0035232867858889347,2.550890508517493e-07,0.5580990723673853,Not significant
2151,MRPL46,0.003558296171082866,2.2192356606057184e-07,2.036150356220473,Not significant
1125,AP3B1,0.003575919277563602,2.0727052172122856e-07,1.915878927332747,Not significant
1258,TRA2B,0.003575919277563602,2.0727052172122856e-07,2.339383468758631,Not significant
2697,MRPL40,0.003575919277563602,2.0727052172122856e-07,2.091260744582058,Not significant
3788,FARSA,0.003593621745021068,1.9492754478430417e-07,2.000333972499212,Not significant
2820,SHARPIN,0.003593621745021068,1.9492754478430417e-07,2.5598809372225095,Not significant
3423,PSMB3,0.0036114038885401655,1.8261721628974566e-07,2.3177730070139515,Not significant
1878,DTD1,0.0036114038885401655,1.8261721628974566e-07,2.000478899010729,Not significant
398,NDUFA1,0.003629266024244026,1.7104042962630066e-07,2.6036371491051566,Not significant
313,EZR,0.003629266024244026,1.7104042962630066e-07,-0.9005798549965816,Not significant
4480,ZNF697,0.0036652315419044767,1.4882867987658774e-07,1.9105875539460806,Not significant
568,DNAJC13,0.0036652315419044767,1.4882867987658774e-07,2.0085317254520616,Not significant
2218,PLVAP,0.0036652315419044767,1.4882867987658774e-07,-1.902215121616295,Not significant
5046,NFAT5,0.0036833355613203954,1.3979583461070167e-07,2.033363800129101,Not significant
1524,SLC25A5,0.003701520847844569,1.303114283065379e-07,2.2437423783615342,Not significant
3931,FTSJ2,0.003701520847844569,1.303114283065379e-07,1.8968420139124256,Not significant
1573,PA2G4,0.003719787722827669,1.2188783262308414e-07,2.514022185280386,Not significant
1268,BACH2,0.003738136508673085,1.1355261638836504e-07,-2.0230311466161854,Not significant
399,RPS11,0.003775081107842734,9.80923795269654e-08,-0.23751418137024238,Not significant
1484,MOV10,0.003775081107842734,9.80923795269654e-08,2.2341083459607924,Not significant
2602,CDS2,0.00379367757125923,9.164782351397039e-08,2.274394251841363,Not significant
240,AURKAIP1,0.00379367757125923,9.164782351397039e-08,2.3085526787429336,Not significant
3270,WHSC1,0.003812357245727446,8.560383484007238e-08,1.9716328203334645,Not significant
3417,UQCC3,0.003812357245727446,8.560383484007238e-08,2.188157136501638,Not significant
2964,GPRC5B,0.003812357245727446,8.560383484007238e-08,2.214773448971793,Not significant
3245,GSTZ1,0.003849967539699792,7.433782838927538e-08,1.8285461352310604,Not significant
4072,MRPL52,0.003887914624208378,6.397915581055784e-08,2.4283056488952393,Not significant
5204,ID1,0.003907015290867238,5.944134004301357e-08,-1.9462795546760083,Not significant
2209,AP1M1,0.003907015290867238,5.944134004301357e-08,2.190990084908513,Not significant
225,NDUFA11,0.003926201150855313,5.5425902699389206e-08,1.9711964430422428,Not significant
2996,ST7,0.003926201150855313,5.5425902699389206e-08,1.8771042669663278,Not significant
2664,ZNF428,0.003945472538315802,5.166751930121417e-08,2.1679577104762346,Not significant
3722,MAPRE2,0.003964829788473714,4.795961592854209e-08,2.3801486992994367,Not significant
579,POLR3G,0.003964829788473714,4.795961592854209e-08,1.9063627053282277,Not significant
2028,MKKS,0.003984273237638249,4.468190441820443e-08,2.304802543161334,Not significant
4582,SQLE,0.004003803223205237,4.144980856732233e-08,2.1269817280686403,Not significant
1883,KLHL14,0.004003803223205237,4.144980856732233e-08,1.9047998907168773,Not significant
543,ATP6AP1,0.004003803223205237,4.144980856732233e-08,2.5972593364052172,Not significant
4351,AKAP12,0.004043124158577631,3.578065403395998e-08,2.150104355244685,Not significant
2444,CCT6A,0.004043124158577631,3.578065403395998e-08,2.502394900066835,Not significant
2160,CDIPT,0.0040629157886297035,3.329655476864479e-08,2.28768478689171,Not significant
3057,MRPS15,0.004082795315582375,3.0849464768975224e-08,1.9992450045568304,Not significant
2740,RNF139,0.004082795315582375,3.0849464768975224e-08,1.9268840408610513,Not significant
5446,PTPN7,0.004082795315582375,3.0849464768975224e-08,-2.0708754365806112,Not significant
4923,CHMP7,0.004082795315582375,3.0849464768975224e-08,-1.675981966437027,Not significant
4512,EGR1,0.004102763082301039,2.8928011590450087e-08,-1.8492147532018681,Not significant
3746,MRPL24,0.004122819432752233,2.678608412166102e-08,2.1536080069032093,Not significant
3814,SH3BGRL,0.004122819432752233,2.678608412166102e-08,-0.9429661711498438,Not significant
392,CBX5,0.004142964712006139,2.4897894426434156e-08,2.267710044160797,Not significant
2324,TRIM28,0.004142964712006139,2.4897894426434156e-08,2.6472922855161594,Not significant
3878,LPGAT1,0.004163199266238945,2.3136085984102125e-08,2.3209941331813337,Not significant
3002,AHSA1,0.004183523442735347,2.1402569327038933e-08,2.054766619115047,Not significant
4518,ZCCHC9,0.004183523442735347,2.1402569327038933e-08,1.8582107219224406,Not significant
4537,SLC27A5,0.0042450371953306155,1.6836863145698604e-08,1.8749505087947447,Not significant
966,MIR4435-1HG,0.004265723355982275,1.5553824825006992e-08,2.0507405275951154,Not significant
4228,NPTN,0.004265723355982275,1.5553824825006992e-08,2.2553868707123876,Not significant
2353,AP2B1,0.004265723355982275,1.5553824825006992e-08,2.531359395005283,Not significant
1887,TRIP11,0.004265723355982275,1.5553824825006992e-08,2.0929530139324495,Not significant
2644,AAAS,0.004286500892032791,1.4550447027568854e-08,2.0119485674904802,Not significant
4099,SPTLC2,0.004286500892032791,1.4550447027568854e-08,2.1259883672331163,Not significant
118,SPCS1,0.004286500892032791,1.4550447027568854e-08,2.6060916030333905,Not significant
1025,EMC2,0.004286500892032791,1.4550447027568854e-08,2.00056580522976,Not significant
3634,COL18A1,0.004307370157468621,1.360883845878816e-08,-1.9343150179373156,Not significant
3701,BCL2L1,0.004307370157468621,1.360883845878816e-08,2.3123965933420343,Not significant
28,DPYSL2,0.004307370157468621,1.360883845878816e-08,2.330643826367554,Not significant
1540,BTBD2,0.004328331507401642,1.2670112556228856e-08,2.278932740534757,Not significant
4010,CENPF,0.0043493852980716514,1.1690276940743547e-08,1.8476627348391368,Not significant
1795,SPATA20,0.0043493852980716514,1.1690276940743547e-08,2.054835323395122,Not significant
4344,STAT5B,0.004370531886848751,1.0829884473362231e-08,1.9120523459430223,Not significant
3545,C17orf70,0.004370531886848751,1.0829884473362231e-08,2.0076556032466906,Not significant
1836,CBX4,0.004391771632235771,1.0029654422837648e-08,2.118479936237144,Not significant
2135,CORO7,0.00441310489387074,9.244428586240657e-09,-1.8130540169516363,Not significant
1788,AGPAT2,0.00441310489387074,9.244428586240657e-09,2.0364383340733934,Not significant
5348,CD69,0.00441310489387074,9.244428586240657e-09,-2.0100249850118277,Not significant
4277,PPP2R5A,0.004456053410126917,7.880194540627605e-09,1.940187792516935,Not significant
1913,LDHB,0.004456053410126917,7.880194540627605e-09,1.5153776139132145,Not significant
4616,STON1,0.004456053410126917,7.880194540627605e-09,1.9076626306684905,Not significant
611,KDELR2,0.004456053410126917,7.880194540627605e-09,2.589927836626858,Not significant
2261,CFL2,0.004477669389721843,7.354238662782205e-09,1.8807287153388896,Not significant
3022,MOB1A,0.004477669389721843,7.354238662782205e-09,-0.31918297031041387,Not significant
2103,POU2AF1,0.0044993803355169995,6.799759714455038e-09,-1.9237316656509138,Not significant
2878,MZB1,0.004521186612862626,6.256355489352078e-09,-1.9450359521689564,Not significant
939,ENPP2,0.004521186612862626,6.256355489352078e-09,-1.902604382916566,Not significant
4617,SFXN3,0.004543088588258746,5.780584131608838e-09,2.0759166623060477,Not significant
4160,SCARF2,0.004565086629357495,5.314568200455971e-09,2.0779758611809966,Not significant
2338,FAM65B,0.004565086629357495,5.314568200455971e-09,-0.8937071887604553,Not significant
2087,SUMO3,0.004565086629357495,5.314568200455971e-09,2.129003437973838,Not significant
3515,ANXA4,0.004587181104965626,4.929669954278864e-09,1.8954851134768012,Not significant
4120,NPDC1,0.004609372385046871,4.5287997453130005e-09,-1.922602928284149,Not significant
663,TAX1BP1,0.0046316608407244225,4.158790860707317e-09,2.319843214326887,Not significant
1111,HNRNPAB,0.004654046844283317,3.817386340143995e-09,2.3092721883840976,Not significant
3930,DLD,0.004654046844283317,3.817386340143995e-09,2.478334266429949,Not significant
3817,CDK2AP2,0.004654046844283317,3.817386340143995e-09,2.056135507047756,Not significant
295,EXOC5,0.004676530769172857,3.535884299630976e-09,2.0311519935955573,Not significant
3549,ACOX1,0.004744573823833769,2.6979168980469864e-09,1.811467999830979,Not significant
335,MAGEA12,0.004744573823833769,2.6979168980469864e-09,1.858654854192272,Not significant
884,FARP2,0.004767453191909598,2.482835034413512e-09,1.9914744631280654,Not significant
2306,SCAND1,0.004813511726926025,2.069186283303934e-09,2.0308982419740564,Not significant
2532,TKT,0.004813511726926025,2.069186283303934e-09,2.1268896949219376,Not significant
3599,CCDC47,0.004813511726926025,2.069186283303934e-09,2.2670008347476833,Not significant
2707,RLIM,0.004813511726926025,2.069186283303934e-09,1.9213695934380968,Not significant
2402,TAF9,0.004859972536243309,1.746557509530413e-09,2.204091394772494,Not significant
3132,HS3ST1,0.004859972536243309,1.746557509530413e-09,1.9061502912973367,Not significant
1296,SLC30A5,0.004883354751633922,1.6034489503396655e-09,1.9772209979451167,Not significant
557,RPS16,0.004883354751633922,1.6034489503396655e-09,0.2938558388312753,Not significant
4737,ZCCHC14,0.004906838687416795,1.4713077839429495e-09,1.828670245842987,Not significant
5078,ATF7IP,0.004906838687416795,1.4713077839429495e-09,-1.6295206928557144,Not significant
5261,PMAIP1,0.004906838687416795,1.4713077839429495e-09,1.8162773822920932,Not significant
3918,HTR2B,0.004930424730008173,1.356233092276967e-09,1.8494284131037488,Not significant
211,CLUH,0.004930424730008173,1.356233092276967e-09,2.1945542041397768,Not significant
190,ETNK2,0.004954113267017632,1.2431494957837362e-09,1.8461681050851229,Not significant
2041,WDFY1,0.004977904687250474,1.1329438864350042e-09,2.2011046796717464,Not significant
1388,NRROS,0.005049900153329168,8.447928097671232e-10,1.8344772507874034,Not significant
3907,HSF1,0.005074107018507883,7.674803140277457e-10,2.0432734310048186,Not significant
2105,ZFR,0.005074107018507883,7.674803140277457e-10,2.079784248598294,Not significant
363,TFB2M,0.005098418728957064,7.0041587095472e-10,1.8514098216900126,Not significant
1930,CHID1,0.005098418728957064,7.0041587095472e-10,1.959876942565266,Not significant
5428,TMC8,0.005098418728957064,7.0041587095472e-10,-2.0169497166520918,Not significant
1020,RAP2B,0.005098418728957064,7.0041587095472e-10,2.058726103447226,Not significant
1824,JMJD8,0.005098418728957064,7.0041587095472e-10,1.9761818486432388,Not significant
1944,ILF2,0.005098418728957064,7.0041587095472e-10,2.3841221504544508,Not significant
3451,CCDC71L,0.005098418728957064,7.0041587095472e-10,1.9441432084277577,Not significant
1124,RRAGA,0.005098418728957064,7.0041587095472e-10,2.102668772326334,Not significant
1614,SNHG19,0.005122835680707121,6.600250631712462e-10,2.0886446114053996,Not significant
1103,TTYH3,0.005122835680707121,6.600250631712462e-10,2.1629649955092822,Not significant
1050,SORBS2,0.005122835680707121,6.600250631712462e-10,1.8081981774428513,Not significant
3579,ARHGAP11A,0.005122835680707121,6.600250631712462e-10,1.8237239622177226,Not significant
3339,CXCL11,0.005122835680707121,6.600250631712462e-10,1.8343056657797865,Not significant
3256,CMSS1,0.005122835680707121,6.600250631712462e-10,1.8929858607945935,Not significant
2240,SRGAP2,0.005147358271001068,6.149785305927652e-10,2.0636839742402815,Not significant
734,JTB,0.005147358271001068,6.149785305927652e-10,2.6630410266916296,Not significant
974,CHMP5,0.005147358271001068,6.149785305927652e-10,2.067599001017073,Not significant
3315,DENND5A,0.005147358271001068,6.149785305927652e-10,1.905961548326121,Not significant
2538,SOX5,0.005196721962270257,5.095992357300519e-10,1.840658649988429,Not significant
3912,CKS1B,0.0052465130050526,4.1321918946837294e-10,1.9519474660691616,Not significant
1364,MYEOV2,0.005271569789321381,3.723711940593242e-10,2.2388179092353964,Not significant
2441,C1GALT1,0.005271569789321381,3.723711940593242e-10,2.0147603167686468,Not significant
2898,MRPL28,0.005271569789321381,3.723711940593242e-10,2.5332004698838095,Not significant
3721,HAGH,0.005271569789321381,3.723711940593242e-10,1.9541509482297197,Not significant
1833,VIMP,0.00529673462119187,3.411118923924689e-10,1.9870482354871173,Not significant
2032,CAD,0.005322007906462739,3.064751302066107e-10,2.0462574988790476,Not significant
5453,SFRP2,0.0053473900521644946,2.7483684784990295e-10,-2.169698583668402,Not significant
4181,GBP2,0.0053473900521644946,2.7483684784990295e-10,2.1383109667933913,Not significant
1084,PSMG2,0.0053728814665618945,2.4751180939033636e-10,1.852561503382124,Not significant
4803,PCGF2,0.00539848255915632,2.210091493963834e-10,2.006989388516433,Not significant
2210,AFF1,0.005424193740688165,1.9682820421356747e-10,2.154398865856612,Not significant
2263,BRD9,0.005424193740688165,1.9682820421356747e-10,2.161741512255011,Not significant
2726,MTAP,0.005475948019735229,1.5466766270967648e-10,2.032384258555096,Not significant
3960,GGCX,0.005475948019735229,1.5466766270967648e-10,1.9190971438568096,Not significant
3171,C8orf82,0.005501991944947906,1.373386016971415e-10,1.8485318780035156,Not significant
956,RPL10A,0.005554415445355988,1.0445122598502662e-10,-0.3872804457745467,Not significant
708,BASP1,0.005554415445355988,1.0445122598502662e-10,-1.7225062162203213,Not significant
3151,GGT7,0.005607289265152742,7.802537468252862e-11,1.9769554040114523,Not significant
1448,SERPINB6,0.005607289265152742,7.802537468252862e-11,1.8867748772332276,Not significant
4212,BMP1,0.005607289265152742,7.802537468252862e-11,1.8844008925545632,Not significant
2272,CISD3,0.005607289265152742,7.802537468252862e-11,2.0986189013910237,Not significant
631,SHMT2,0.005633896094310272,6.845505138822655e-11,2.084415096142356,Not significant
3812,WDR13,0.005633896094310272,6.845505138822655e-11,1.922206836976003,Not significant
5387,GOLGA8A,0.005660616765219193,5.845131111423445e-11,-1.9624975205260795,Not significant
855,YIPF3,0.005660616765219193,5.845131111423445e-11,2.0940706918725764,Not significant
3564,GDI1,0.005660616765219193,5.845131111423445e-11,2.1274475266491986,Not significant
4195,EFTUD2,0.005687451701141456,4.9840590082439964e-11,2.1811715897617168,Not significant
860,TMED7,0.005687451701141456,4.9840590082439964e-11,2.140257101118001,Not significant
1232,CD40,0.005714401326604276,4.1445010508624717e-11,-1.696218909358015,Not significant
2158,PANK2,0.005714401326604276,4.1445010508624717e-11,1.9034392490936223,Not significant
785,AGPS,0.0057686463506008995,2.5972279873829624e-11,1.8223841650713988,Not significant
886,ATP6V1H,0.005795942604536724,1.9290358424987044e-11,2.035119719209417,Not significant
2397,MRPL37,0.005795942604536724,1.9290358424987044e-11,2.290012676315134,Not significant
659,MAZ,0.005823355258821859,1.356075856587066e-11,2.3610437232505572,Not significant
3119,RTN3,0.005823355258821859,1.356075856587066e-11,2.0390976895508963,Not significant
5143,GPX3,0.005934178516441901,-6.074588010016638e-12,-2.126554684009179,Not significant
4472,EAPP,0.005934178516441901,-6.074588010016638e-12,1.8876766783898666,Not significant
1215,EPB41L4A-AS1,0.005934178516441901,-6.074588010016638e-12,2.0897566293742655,Not significant
2529,ATPAF1,0.005962179661433404,-9.349347653626795e-12,1.8916127222313324,Not significant
1961,AK3,0.005962179661433404,-9.349347653626795e-12,1.8243002912900605,Not significant
2799,MBP,0.005990299811347366,-1.2532496187892348e-11,2.600652178968766,Not significant
1760,CD27,0.006018539404784922,-1.559683957825949e-11,-1.7900470346311959,Not significant
2227,FAM69B,0.006046898881640803,-1.8367738120545354e-11,1.907549734281179,Not significant
1433,ITPA,0.006075378683105671,-2.0872096551071103e-11,2.0637005425231254,Not significant
1555,NT5E,0.006161544466549211,-2.7224121572905875e-11,1.9261694095909,Not significant
2487,PPCS,0.006161544466549211,-2.7224121572905875e-11,2.0330412405496086,Not significant
2457,NBR1,0.006161544466549211,-2.7224121572905875e-11,2.2784151858549513,Not significant
4949,COPS2,0.006161544466549211,-2.7224121572905875e-11,1.8726344418649494,Not significant
1207,ARPC5,0.0062488091792398,-3.161557242254541e-11,-0.2337831010161242,Not significant
4045,MRPS23,0.0062488091792398,-3.161557242254541e-11,1.8713586146083165,Not significant
1922,MYO1E,0.0062781437156570145,-3.276090415448586e-11,1.8021784162984416,Not significant
