,gene,pval,padj,lfc
9309,Vps45,0.001253332766134391,0.003089763532361707,-0.22913387209362313
49,mt-Tm,0.001253332766134391,0.003089763532361707,0.2648374477811757
3139,Sh3pxd2a,0.001261882206952157,0.003108516103928707,-0.10022557590253278
4557,Zadh2,0.001261882206952157,0.003108516103928707,-0.1341049158473817
5949,Jmy,0.001261882206952157,0.003108516103928707,-0.2470391201786022
5334,Tcp1,0.0012704854630921155,0.0031281514898880785,0.3043721833293729
7402,Akt3,0.0012704854630921155,0.0031281514898880785,-0.29362347757029195
1172,AW549877,0.0012791428405156918,0.003146335186778155,-0.2652400602405578
6450,Slc12a4,0.0012791428405156918,0.003146335186778155,0.11235839790871438
8091,Ipo13,0.0012791428405156918,0.003146335186778155,-0.3124790538993816
1876,Gm16536,0.0012791428405156918,0.003146335186778155,-0.17580222414955582
2469,Pea15a,0.0012834919207354771,0.0031562479671479182,0.40410988408457893
8944,Stat5b,0.001287854646697857,0.003166189368733076,-0.15911329279839848
4690,Gm10059,0.001292231057074679,0.0031761594652521237,0.259941532619953
431,Ncald,0.0012966211906331442,0.003186158330584624,-0.3579268173418866
4012,Lemd3,0.0013054427828416812,0.003205446872835133,-0.1831621331124884
7935,Apeh,0.0013054427828416812,0.003205446872835133,-0.19355869612641374
8299,Mysm1,0.0013054427828416812,0.003205446872835133,-0.08739628297844693
7807,Stx18,0.0013143197353752286,0.0032256425557100313,-0.20758623326790993
4582,Ywhab,0.0013143197353752286,0.0032256425557100313,-0.21886508483643397
3101,Tiam2,0.001323252361823245,0.0032467598252771237,-0.1559755774322884
2686,Timm17b,0.0013322409773189527,0.0032680039644474084,0.11892522760958446
5010,Pkn2,0.0013412858985454303,0.003288560444686479,-0.18454492769231035
6756,Grk6,0.0013412858985454303,0.003288560444686479,-0.23450044137889314
1973,Acot2,0.0013503874437417165,0.0033100552480021805,-0.09945965023117775
3063,Cdc42bpa,0.0013595459327089205,0.0033292049287844926,-0.37991328518042167
4370,Prr36,0.0013595459327089205,0.0033292049287844926,-0.16174365369014687
5569,Fbxl18,0.0013595459327089205,0.0033292049287844926,0.0917589798844709
5533,Mapk6,0.0013595459327089205,0.0033292049287844926,-0.21795117064823977
6222,Phf10,0.0013641466314731035,0.003339644302193371,-0.17735736866670582
8023,Mrpl44,0.0013687616868163623,0.0033476290154942573,-0.17684181971202229
8146,Fam98c,0.0013687616868163623,0.0033476290154942573,-0.11549336512379149
5255,Syt16,0.0013687616868163623,0.0033476290154942573,-0.23510389034308865
5073,Hunk,0.0013687616868163623,0.0033476290154942573,-0.14845081665035487
7616,Ccdc167,0.0013780350290077117,0.0033669796349650016,-0.1598367219694783
9176,Hivep3,0.0013780350290077117,0.0033669796349650016,-0.2614675571592828
3440,Tbc1d10b,0.0013780350290077117,0.0033669796349650016,-0.2364742667754891
2650,Iqce,0.0013780350290077117,0.0033669796349650016,-0.12270273559191125
7404,Fabp7,0.0013873662838071524,0.0033889418878281876,-0.1691349220830629
9220,Wipi1,0.0013967557773255587,0.0034101937080655855,-0.15771823005573182
4836,Map3k12,0.0013967557773255587,0.0034101937080655855,0.2958220377322194
7835,Prdm2,0.0014062038372666733,0.003430721223694007,-0.19976162767626793
7685,Prpf40a,0.0014062038372666733,0.003430721223694007,-0.2228156941605226
3529,Tmem60,0.0014062038372666733,0.003430721223694007,-0.20211541094376884
5211,Cdh9,0.0014252769752336623,0.0034763967248487727,0.10098969013433923
4391,Acsl4,0.0014300823802207304,0.0034872578229045315,-0.259328996632763
6100,Itm2a,0.0014445883514317868,0.0035208949398163754,0.2784490864171767
555,Tmx4,0.0014445883514317868,0.0035208949398163754,0.3437110875429452
1439,Ap3b1,0.0014494537336499132,0.003531883198768126,-0.21348926161510295
6405,Agfg1,0.001454334215228511,0.0035420306231550127,-0.29173965828480775
7455,Pkp4,0.001454334215228511,0.0035420306231550127,0.29710277239107974
9510,BC003331,0.0014641406454693018,0.0035624061499330553,-0.2349301821848151
6192,Nr1d2,0.0014641406454693018,0.0035624061499330553,-0.28793743501953095
6957,Ryr2,0.0014641406454693018,0.0035624061499330553,-0.321133047805243
700,Pelp1,0.0014641406454693018,0.0035624061499330553,-0.17232378948675908
8251,Csnk2a1,0.0014839365630396428,0.0036087965629673516,-0.2163862266062111
3141,Eif2b5,0.0014839365630396428,0.0036087965629673516,-0.1998527670736383
238,Usp2,0.0015039788361229448,0.0036557402028904898,-0.30473930983905717
2376,Zfp697,0.0015039788361229448,0.0036557402028904898,-0.1633585568345266
901,Anapc1,0.0015140932169633084,0.003677614582719865,0.12723734590971247
7578,Gdap2,0.0015140932169633084,0.003677614582719865,-0.1574959544383141
3860,Gatad2b,0.0015140932169633084,0.003677614582719865,-0.26422393965664437
681,Lemd2,0.0015242702231884463,0.003701424967600221,-0.16037284019827514
1643,Terf2,0.0015345102037792894,0.0037226359602718266,-0.17331745298323487
3795,Pstk,0.0015345102037792894,0.0037226359602718266,-0.23070525380369755
935,Cog6,0.0015345102037792894,0.0037226359602718266,-0.12815037542026886
8982,Lrrc24,0.0015345102037792894,0.0037226359602718266,-0.2320729529224117
4624,Cnot11,0.0015448135093978073,0.003742125379155854,-0.18187297968993565
5963,Jdp2,0.0015448135093978073,0.003742125379155854,-0.22819670635461886
8082,Prelp,0.0015448135093978073,0.003742125379155854,-0.21219321591789786
1007,Nav2,0.0015448135093978073,0.003742125379155854,-0.230991112330015
566,Arfgef1,0.0015448135093978073,0.003742125379155854,-0.3119661178388773
7844,Dab2,0.0015448135093978073,0.003742125379155854,-0.11253568202575792
9366,Slc4a8,0.0015551804923933997,0.0037644728679344028,-0.2122866656079445
9158,Eid1,0.0015551804923933997,0.0037644728679344028,-0.3669826862168941
1235,Dusp26,0.0015551804923933997,0.0037644728679344028,-0.2376099669265681
35,Nans,0.001565611506809328,0.0037887951655735524,-0.18035170916369392
3357,Wdr3,0.0015761069083891255,0.003811397126544517,-0.11157987093149657
7804,Ikzf5,0.0015761069083891255,0.003811397126544517,-0.19550643251092747
5748,Gmps,0.0015761069083891255,0.003811397126544517,-0.27209105091369157
9298,Grm5,0.0015866670545830613,0.003835059167112198,-0.3702409779529443
5768,Slc44a2,0.0015866670545830613,0.003835059167112198,-0.15322658569308611
8839,Psmd8,0.0015972923045545874,0.003858855377035051,0.28412634269423354
1820,Tnpo1,0.0015972923045545874,0.003858855377035051,-0.18960707029963775
2109,Apln,0.0016079830191868174,0.003882786431246079,-0.15414022375067926
3791,Dlst,0.0016079830191868174,0.003882786431246079,-0.27356471848274033
2735,Chd6,0.0016187395610890078,0.00390780636355626,-0.27852119235740513
6726,Fasn,0.001624142631055317,0.003919893400592889,0.3905279857682906
5621,Dhx15,0.0016295622946030505,0.0039310557865174294,-0.31752866035053984
3589,Sf3b4,0.0016295622946030505,0.0039310557865174294,-0.22015448450529718
8225,Slc18b1,0.0016404515858100127,0.00395346834066223,-0.13951984318159738
6488,Dync2li1,0.0016404515858100127,0.00395346834066223,-0.20417741726458427
6505,Smpd1,0.0016404515858100127,0.00395346834066223,0.33125147849460834
4697,Rgs7,0.0016404515858100127,0.00395346834066223,-0.25974407732910976
3031,Zfp248,0.0016514078025366332,0.003978903407329496,-0.23411962913459217
8182,Fam84a,0.00166243131436188,0.004004488189184826,-0.250639457307841
571,Ptprt,0.0016735224926235014,0.004030223471159762,-0.25036373203409656
2805,Trim23,0.0016790935731935365,0.0040416721945507675,-0.27160745802000275
4998,Caskin1,0.0016790935731935365,0.0040416721945507675,-0.25453684838289004
1373,Vps37b,0.0016846817104245965,0.004054136745616768,-0.2237293464363299
6793,Fbxo45,0.001695909342640182,0.0040801632117556715,-0.2614475217618697
8538,Plppr4,0.0017015489317879896,0.004092736100699874,-0.38267881654394387
5021,Rpl9-ps6,0.001707205765923805,0.00410235284000102,0.339735122731911
5869,Nkx6-2,0.001707205765923805,0.00410235284000102,-0.2491316252391984
7872,Dsp,0.001707205765923805,0.00410235284000102,0.12732314780913434
9443,Fhod3,0.001707205765923805,0.00410235284000102,-0.18609036959953684
4660,Tmem30a,0.0017128798924083081,0.004114988046526321,-0.3114179237228907
8963,Atp1a1,0.0017185713587141525,0.004125655533064574,0.38521469121135254
8111,Crebrf,0.0017185713587141525,0.004125655533064574,-0.1941330928028684
34,Gm12163,0.0017185713587141525,0.004125655533064574,-0.22229127756156508
6215,Pom121,0.0017300065012416533,0.004148074240616499,-0.2645945375332408
7371,Cry2,0.0017300065012416533,0.004148074240616499,-0.25799507878034333
2959,Ly6h,0.0017300065012416533,0.004148074240616499,0.39931163405441605
4821,Chd5,0.0017300065012416533,0.004148074240616499,-0.2630453104695416
9461,Npdc1,0.0017300065012416533,0.004148074240616499,0.449748898155347
1085,Poglut1,0.001741511575535131,0.004170606152691612,-0.21837185841260975
4227,Fbxo42,0.001741511575535131,0.004170606152691612,-0.18637753822082193
6900,Topbp1,0.001741511575535131,0.004170606152691612,-0.12015549170943984
4866,Gga3,0.001741511575535131,0.004170606152691612,-0.26765904133339724
3480,Frmpd4,0.001741511575535131,0.004170606152691612,-0.23343227668180067
1063,Baz1b,0.0017530869654284386,0.00419426586432492,-0.27906377875914057
6386,Dpm2,0.0017530869654284386,0.00419426586432492,-0.30262995974933204
8752,Sdf2l1,0.0017530869654284386,0.00419426586432492,-0.09447548764111247
1939,Resp18,0.0017530869654284386,0.00419426586432492,0.3370955538728104
9766,Ddx6,0.0017647330565671328,0.004217029982758127,-0.31556855025511155
6895,Ddi2,0.0017647330565671328,0.004217029982758127,-0.19091160459453338
2973,Pdp1,0.0017647330565671328,0.004217029982758127,-0.36266577492115903
5993,Atp8b2,0.0017647330565671328,0.004217029982758127,-0.21725498328811632
5464,Zfp738,0.0017647330565671328,0.004217029982758127,-0.12363068958191903
586,Dennd4a,0.0017764502364151391,0.004244004392382268,-0.2655340474954331
891,Taf4,0.0017882388942614485,0.004269075140185452,-0.12813978106877322
8132,Raf1,0.0017882388942614485,0.004269075140185452,-0.21394090389918574
4463,Pgk1,0.0017882388942614485,0.004269075140185452,0.3563407919544179
5727,Lyrm2,0.001800099421226801,0.004293245798986678,0.1406090415798502
4061,Aldoa,0.001800099421226801,0.004293245798986678,0.37354248659018907
4243,Zfp938,0.001800099421226801,0.004293245798986678,-0.15629624434522604
5633,Fam96b,0.001800099421226801,0.004293245798986678,-0.17305153363628456
8167,Nlk,0.0018120322102704322,0.004318582186510572,-0.31976191238605
2280,Rps6-ps3,0.0018120322102704322,0.004318582186510572,0.2591627103409291
7460,Ppm1h,0.0018120322102704322,0.004318582186510572,-0.28006471613275963
784,Mphosph8,0.0018240376561967538,0.004343009514501681,-0.24741057435891367
2725,Hs2st1,0.0018240376561967538,0.004343009514501681,-0.2657950812993066
5742,Gm11604,0.0018240376561967538,0.004343009514501681,0.3232240632512138
1896,Gm15013,0.0018240376561967538,0.004343009514501681,-0.18779929358221192
5083,Ccar1,0.001836116155662134,0.0043686140278897286,-0.21389266382958905
5396,Wnt9a,0.001836116155662134,0.0043686140278897286,-0.1373087518173408
3079,Scaper,0.001836116155662134,0.0043686140278897286,-0.14452003899517596
6646,Gns,0.0018482681071816298,0.004394356256752671,0.21125401120232468
5144,Tma7,0.0018482681071816298,0.004394356256752671,-0.2655626801505502
3854,Ccdc97,0.0018482681071816298,0.004394356256752671,-0.17437507830484655
1978,Zfp512b,0.0018604939111357608,0.004419175573317186,-0.14877032877063812
4150,Tmsb4x,0.0018604939111357608,0.004419175573317186,0.30969909732084133
4082,Lpar1,0.0018604939111357608,0.004419175573317186,-0.14778161119121336
9451,Bcl11a,0.0018604939111357608,0.004419175573317186,-0.31182654545034705
303,Gm9238,0.0018851686872379755,0.0044734885638870936,-0.23463016777247514
710,Dnaja3,0.0018851686872379755,0.0044734885638870936,-0.28949646145561037
878,Rassf3,0.0018851686872379755,0.0044734885638870936,-0.20882914383423934
1724,Herc2,0.0018851686872379755,0.0044734885638870936,-0.3064985030786538
5999,Ralyl,0.001910143724579995,0.004529494694935257,-0.3540833019502223
9821,Ralgds,0.001910143724579995,0.004529494694935257,-0.19050542787221314
5738,Slc6a15,0.001910143724579995,0.004529494694935257,0.22165965956771227
9878,Alkbh7,0.001922744862181331,0.004556099382409558,-0.12616075256299109
4387,Micu3,0.001922744862181331,0.004556099382409558,-0.30214044658375006
4529,Alg5,0.001922744862181331,0.004556099382409558,-0.13538840131509744
7662,Usp25,0.0019354222940555256,0.004582846518691076,-0.19506204771128477
7291,Sucla2,0.0019354222940555256,0.004582846518691076,0.331863275122692
7683,Htt,0.0019354222940555256,0.004582846518691076,-0.2653734823308298
2362,Aga,0.001948176433831815,0.004609736775866574,0.11881334663313936
3576,Efcab1,0.001948176433831815,0.004609736775866574,-0.1498355680437795
3378,Ddit4l,0.001948176433831815,0.004609736775866574,-0.12855648190772406
9063,Nap1l1,0.001954582398967205,0.004623788539689756,-0.35383102172873127
2107,Poldip3,0.0019610076970594755,0.0046356628786163425,-0.1675676117638627
3977,Sfpq,0.0019610076970594755,0.0046356628786163425,-0.36994737943340184
9358,Prpf6,0.0019610076970594755,0.0046356628786163425,-0.12404818771296178
2296,Vdac3,0.0019739165012147017,0.0046650635323738756,0.33412190324314217
1170,Tshz3,0.0019869032657074976,0.004692392935699278,-0.15849572003616963
9415,Gm9794,0.0019869032657074976,0.004692392935699278,0.32046879350902824
5902,Phka2,0.0019869032657074976,0.004692392935699278,-0.15441054642515262
1909,Ablim1,0.001993426014676584,0.004706673881430894,-0.2734119959490622
2730,Wdr45b,0.0019999684118885783,0.004716492848346533,-0.2026318146470043
3583,Naa30,0.0019999684118885783,0.004716492848346533,-0.21757182529524322
2949,RP23-261O3.5,0.0019999684118885783,0.004716492848346533,-0.16523199263512112
4555,Phkg2,0.0019999684118885783,0.004716492848346533,-0.1796999651743576
6181,Wsb2,0.0019999684118885783,0.004716492848346533,0.3327710928340313
4317,Rps11-ps2,0.0020131123630562917,0.00474409733390088,0.289011302667439
4870,Prps2,0.0020131123630562917,0.00474409733390088,-0.18281775347869011
1617,Nat8l,0.0020131123630562917,0.00474409733390088,0.35791873274414954
8438,Uqcrc1,0.0020263355444635482,0.004772985128899496,0.3621700432304076
2101,Ust,0.0020263355444635482,0.004772985128899496,-0.09290348603472687
7119,Zbtb1,0.0020396383833247325,0.004802032966737643,-0.09704420322070906
2398,Degs2,0.0020396383833247325,0.004802032966737643,-0.10428918762760553
6382,Ttc4,0.0020530213088226974,0.004830092701113661,0.15059203451319636
9659,Arid5b,0.0020530213088226974,0.004830092701113661,-0.1990131486638056
3109,Rps24-ps3,0.0020530213088226974,0.004830092701113661,0.2849217913971005
3227,Slc30a5,0.0020664847521157095,0.00485945653736171,-0.19393932830733807
6865,Gm3608,0.0020664847521157095,0.00485945653736171,-0.11911084700208452
3652,Rps28,0.002073246803214181,0.004874199292822692,0.3743343973519755
389,Abhd11,0.002080029146344413,0.0048866607325540904,0.08966902058491755
5813,Sept8,0.002080029146344413,0.0048866607325540904,0.34442000450000165
259,Rpsa-ps2,0.002080029146344413,0.0048866607325540904,0.21631380389468013
7251,Sv2a,0.002086831835959879,0.004901478478905765,0.37133284451707027
8793,Pnisr,0.002093654926638835,0.004915170429339819,-0.3228640662169697
4853,Lzts3,0.002093654926638835,0.004915170429339819,-0.2828587280888879
633,Gm5586,0.0021073625301253674,0.0049414879143233606,-0.21448076918491044
2370,Ncoa3,0.0021073625301253674,0.0049414879143233606,-0.1766312507304395
8551,Grik1,0.0021073625301253674,0.0049414879143233606,-0.24075775304925884
5307,Pcmtd1,0.0021073625301253674,0.0049414879143233606,-0.21665986162527062
1625,Pias3,0.0021073625301253674,0.0049414879143233606,0.09345076052420431
2573,Pde1a,0.0021211523959338,0.004971466631834419,-0.2957116370629347
9365,Cables2,0.0021211523959338,0.004971466631834419,-0.13670094627963714
2377,Bcam,0.0021350249652043263,0.005001610698737012,-0.11140403661860088
9093,Flywch2,0.0021350249652043263,0.005001610698737012,0.1429395418558217
3988,Tril,0.0021489806810945805,0.005030730212510337,-0.20083604908145336
976,Ptrh2,0.0021489806810945805,0.005030730212510337,-0.14439519255239563
3315,Hk1,0.0021489806810945805,0.005030730212510337,0.3853775359603455
272,Atp11a,0.0021630199887866975,0.0050600039605265545,0.15968532418950154
1293,Cul5,0.0021630199887866975,0.0050600039605265545,-0.2361081216765566
261,Eno1,0.0021630199887866975,0.0050600039605265545,0.23891335541126413
6933,Ap2a1,0.0021700711292331793,0.005075298742672304,0.34507490353907233
2067,Eps15l1,0.002177143335494352,0.00508943266021872,-0.1731154754124784
8606,Eftud2,0.002177143335494352,0.00508943266021872,-0.26189239757824456
3327,Dip2c,0.0021913511704698234,0.00512143565543538,-0.26185489516195304
6768,Hook1,0.002205643945011105,0.005152405088074348,-0.19623928982792904
6794,Kdm4a,0.002205643945011105,0.005152405088074348,-0.1487431803353898
7645,2700081O15Rik,0.0022200221124689646,0.005178655684662926,0.08920445505530505
587,Pqbp1,0.0022200221124689646,0.005178655684662926,-0.15941642012141255
3515,Atl1,0.0022200221124689646,0.005178655684662926,-0.3199728890988851
7206,Crebl2,0.0022200221124689646,0.005178655684662926,-0.30788929896985984
8019,Zbtb11,0.0022200221124689646,0.005178655684662926,-0.26289454905309917
4829,Etfrf1,0.0022200221124689646,0.005178655684662926,-0.21321658719936742
922,Mobp,0.0022344861282540714,0.005211167201041379,0.35049434630411724
4434,Psmb6,0.0022490364498440867,0.005241394016091296,0.3028157369289586
1240,Eif4g1,0.0022490364498440867,0.005241394016091296,-0.26357541963965403
7824,Gm15531,0.0022490364498440867,0.005241394016091296,0.17365158238088174
4544,Ildr2,0.0022636735367908075,0.005271780202323789,-0.2672556342833774
9261,Kmt2e,0.0022636735367908075,0.005271780202323789,-0.2749457596124927
752,Lingo1,0.0022636735367908075,0.005271780202323789,-0.3018134571657818
5876,Stx16,0.0022783978507272917,0.005302326496646694,-0.22685098314592356
2584,Gm2000,0.0022783978507272917,0.005302326496646694,0.2952562514870003
7203,Rps27rt,0.0022783978507272917,0.005302326496646694,0.29723406591584034
6075,Fam179b,0.002293209855375011,0.005335542121172385,-0.22534887836350226
4516,Gm15440,0.0023081100165510083,0.005362642647660668,0.1433975835767738
2900,Gm12669,0.0023081100165510083,0.005362642647660668,-0.19855774360513045
6049,Lpl,0.0023081100165510083,0.005362642647660668,0.10791820720969003
5343,Unk,0.0023081100165510083,0.005362642647660668,0.11103569600219032
4612,Sowahc,0.0023081100165510083,0.005362642647660668,-0.13066406210167258
892,Idh2,0.0023081100165510083,0.005362642647660668,-0.1444289150222593
2871,1700123O20Rik,0.0023230988021750547,0.0053949334389478435,-0.17094087482239484
4149,Dst,0.0023230988021750547,0.0053949334389478435,-0.30458882870867576
3279,Pigs,0.0023381766822768483,0.0054274007315262465,-0.20095370513207111
2929,Eif4b,0.0023381766822768483,0.0054274007315262465,0.25414899054703
6564,Ap2m1,0.002353344129003187,0.0054600453724738575,0.37128896147015666
9600,Nosip,0.002353344129003187,0.0054600453724738575,0.2266175218331119
4384,Txnip,0.0023839496215454447,0.005529757000222528,-0.14145880819464995
5259,Wbp2,0.0023993886223053523,0.005562960309460242,0.3764268616003914
9575,Slc36a1,0.0023993886223053523,0.005562960309460242,-0.14343844821543694
1448,Atp6v1d,0.002430541536246637,0.0056285925604138524,0.3979756187023096
7535,Lrrfip1,0.002430541536246637,0.0056285925604138524,-0.23745692841678245
709,Efna3,0.002430541536246637,0.0056285925604138524,-0.20222951893347663
5252,Ywhaz,0.002430541536246637,0.0056285925604138524,0.35494244401984076
3105,Mcoln1,0.002430541536246637,0.0056285925604138524,-0.15723801248515645
7663,Lamp2,0.002446256417269562,0.005661009294981936,0.3003210352070864
6101,Arsb,0.002446256417269562,0.005661009294981936,-0.2873121832423813
4344,Flrt3,0.002446256417269562,0.005661009294981936,-0.23336986278640204
446,Psmc1,0.0024541486765745795,0.00567794500873534,0.252637332254106
8357,Lrrtm2,0.002462064229829758,0.005692264880978218,-0.22493076140670798
2492,Scube1,0.002462064229829758,0.005692264880978218,0.08490751782758643
6038,Slc6a17,0.002462064229829758,0.005692264880978218,0.3313393206694242
7728,Glrx3,0.002477965463270961,0.0057236778725518606,0.3110798027622472
6581,Cnn3,0.002477965463270961,0.0057236778725518606,-0.1980377972930496
8025,Clstn1,0.002477965463270961,0.0057236778725518606,0.33820379454265925
6880,Iqsec3,0.002477965463270961,0.0057236778725518606,-0.32691146690586326
1728,Rnf157,0.002493960609119186,0.005759279249770333,0.287734280251672
1613,Mfap3l,0.0025100501610900317,0.005793729874863202,-0.19929856244500854
1383,Anks3,0.0025100501610900317,0.005793729874863202,-0.22992993517295357
9296,Flii,0.0025262346150959555,0.005828367315098948,-0.12461834724810306
3974,Ctr9,0.0025262346150959555,0.005828367315098948,-0.16351982815841914
7735,Arfgef3,0.0025425144692536135,0.005860460308556849,-0.34503957090232706
9645,Cav2,0.0025425144692536135,0.005860460308556849,-0.27717878873105395
338,Gltscr1l,0.0025425144692536135,0.005860460308556849,-0.21048855665669297
3610,Nfat5,0.0025425144692536135,0.005860460308556849,-0.24033384516691036
8596,Rc3h1,0.0025588902238911724,0.005894086376008235,-0.1997053945881273
1655,Trim46,0.0025588902238911724,0.005894086376008235,-0.2746505694561927
7839,Enpp5,0.0025588902238911724,0.005894086376008235,0.2383762772062914
111,Ranbp3,0.002575362381555629,0.005929266939895238,-0.24361570543864364
8877,Trak2,0.002575362381555629,0.005929266939895238,-0.29558002347214796
1493,Arl8a,0.0025919314470201796,0.005964637777476306,-0.2877890958169438
1965,Zbtb20,0.0025919314470201796,0.005964637777476306,-0.3169461857571987
2902,Spock1,0.0026002524785296312,0.005982394830254335,0.3921228171851938
788,Dbndd1,0.00260859792729152,0.005996017494120587,-0.17714690237383213
6459,Zfp777,0.00260859792729152,0.005996017494120587,-0.20276164586013046
9865,Mier1,0.00260859792729152,0.005996017494120587,-0.14288794213192357
2435,Luc7l,0.00260859792729152,0.005996017494120587,-0.2628116009429995
2384,Map4,0.0026253623316172554,0.006033149720485367,-0.37379661935830644
2485,Podxl,0.0026422251714932404,0.006069081407379296,-0.12919586681551376
1557,Tmem65,0.0026422251714932404,0.006069081407379296,-0.3053554511217964
1266,Wasl,0.0026591869606709664,0.006099544772065354,-0.3204984980401484
358,Katnal1,0.0026591869606709664,0.006099544772065354,-0.21171310167752821
233,Hikeshi,0.0026591869606709664,0.006099544772065354,-0.24449557248841725
4162,Lmo3,0.0026591869606709664,0.006099544772065354,0.24395079651848217
1943,Cramp1l,0.0026591869606709664,0.006099544772065354,-0.17360375047883547
7516,Rbm12b2,0.0026591869606709664,0.006099544772065354,-0.08232237056379965
3736,Pink1,0.002684816303780675,0.00615690488949982,0.4753123223664595
8321,Rpl27a,0.002693409453260099,0.0061723186752610975,0.30316089326001183
6040,Slc37a4,0.002693409453260099,0.0061723186752610975,-0.1338912874836682
5675,Cpsf6,0.002693409453260099,0.0061723186752610975,-0.2796192261854493
423,Rps26,0.0027020277287447985,0.006190634627251572,0.3693179276428147
4172,Tmem254b,0.002728033964790166,0.0062473240772382204,-0.20943560071796252
122,Asphd1,0.002728033964790166,0.0062473240772382204,0.1663719654314164
3183,Irf2bpl,0.0027454982862136924,0.0062815019762978855,-0.2405674088918639
5774,Utp3,0.0027454982862136924,0.0062815019762978855,-0.2008277472357456
1027,Ctxn2,0.0027454982862136924,0.0062815019762978855,-0.220052755196658
5942,Gm11826,0.0027454982862136924,0.0062815019762978855,0.3405673033827865
3920,Stk40,0.002763064687230477,0.006318769983997019,-0.24670286381924722
2105,Ctps,0.002763064687230477,0.006318769983997019,-0.23666288354072584
4399,Mob2,0.0027985058493517753,0.006396861914888427,-0.19617334508564888
2670,Cebpb,0.0027985058493517753,0.006396861914888427,-0.09053085162539798
3434,Gabra1,0.002816381676905149,0.006433263433300078,-0.303411223759273
4622,Rbm12,0.002816381676905149,0.006433263433300078,-0.12471395809212282
1799,Rasd2,0.002816381676905149,0.006433263433300078,-0.2674059272604774
1651,Slc30a1,0.0028343617169644176,0.006472839442735223,-0.15858916418288427
6838,Gm6043,0.00285244650858248,0.006512636351120812,-0.16725133146852933
9662,Hdac6,0.0028706365931570805,0.006548122623035046,-0.14706872685057082
6365,Fbxo18,0.0028706365931570805,0.006548122623035046,-0.26234941994127414
8090,Otx2,0.0028706365931570805,0.006548122623035046,0.07992041386229243
2423,Atp6v0a2,0.0028706365931570805,0.006548122623035046,-0.24364317722490103
718,Fitm2,0.002888932514438292,0.0065883377974499824,-0.15603818461644892
8458,Ash2l,0.002907334818536001,0.006625722957792365,-0.156244397437578
8703,Syt2,0.002907334818536001,0.006625722957792365,0.23397383050261933
5049,Fsd1l,0.002907334818536001,0.006625722957792365,-0.16535324057303047
8757,Psmb1,0.002916576035447495,0.006645252583759112,0.3257788559997268
4904,Plxnb2,0.0029258440539274393,0.006663300005871123,-0.2519435543099533
8017,Hnrnph1,0.0029258440539274393,0.006663300005871123,-0.31728938473579316
1621,Ankrd35,0.0029444607714646923,0.00669798813798579,-0.12190516844037003
8750,Lsm1,0.0029444607714646923,0.00669798813798579,-0.20996664774160667
8202,Surf1,0.0029444607714646923,0.00669798813798579,-0.26696055817598285
8636,Dixdc1,0.0029444607714646923,0.00669798813798579,-0.2969376792146763
1260,Spred2,0.0029444607714646923,0.00669798813798579,-0.2693184877379231
2449,Tmem108,0.0029631855243821845,0.006732842074578077,-0.1388103640622882
6787,Rims4,0.0029631855243821845,0.006732842074578077,-0.14229501129059674
4080,Cd151,0.0029631855243821845,0.006732842074578077,0.11882287117982138
3633,Pdgfra,0.0029631855243821845,0.006732842074578077,-0.125607558335326
8021,Gm37713,0.0029631855243821845,0.006732842074578077,-0.10946172689162914
3539,Pmp22,0.002982018868304239,0.0067694154805263505,0.18822705447151478
606,Slc11a2,0.002982018868304239,0.0067694154805263505,-0.1671057618368179
3543,Scaf1,0.002982018868304239,0.0067694154805263505,-0.2594763025915787
3487,Zfp384,0.002982018868304239,0.0067694154805263505,-0.11354468005478058
5610,Gm9493,0.0030009613612525885,0.006809291455704555,0.14402344852948712
1563,Wwc1,0.0030009613612525885,0.006809291455704555,-0.281813193133309
8323,Map4k5,0.003020013563653944,0.006849379684830002,0.16775181454196897
1852,Lrrn1,0.003020013563653944,0.006849379684830002,-0.1967622148733703
5249,Oxr1,0.0030391760383475163,0.006886525091015111,-0.2847805843174287
416,Fos,0.0030391760383475163,0.006886525091015111,-0.1653378707643709
7163,Kcnd3,0.0030391760383475163,0.006886525091015111,-0.26214641590005083
1793,Ly6e,0.0030391760383475163,0.006886525091015111,0.31626821812830297
1161,Speg,0.0030584493505925766,0.00692702367797902,-0.24151748110961435
4967,Ckap4,0.0030584493505925766,0.00692702367797902,-0.10118020835748531
8685,Tob1,0.0030778340680760485,0.0069677373994225045,-0.23317116986421915
8886,Cpsf1,0.0030778340680760485,0.0069677373994225045,-0.14796480506094944
8064,Csnk1g1,0.003097330760920034,0.00701027069727337,-0.22062755906455322
7463,Mettl16,0.0031169400016893985,0.007051426351866732,-0.1741041183742702
7871,Zfp87,0.0031169400016893985,0.007051426351866732,-0.1459558357244477
2701,Rpl28-ps1,0.0031267870071424357,0.007072085930877941,0.2641797134295736
7037,Acap3,0.0031366623653993797,0.0070863212561991466,-0.29202718517885806
4800,Vstm5,0.0031366623653993797,0.0070863212561991466,0.1034483760645859
7126,Kcnq2,0.0031366623653993797,0.0070863212561991466,0.31515748399572097
3154,Gosr1,0.0031366623653993797,0.0070863212561991466,-0.12286924352594575
8748,Pcbp3,0.0031366623653993797,0.0070863212561991466,-0.21844445841570437
2558,Adcy5,0.00315649842952315,0.0071262526159909904,-0.2139276180009544
5502,Dnajc10,0.00315649842952315,0.0071262526159909904,-0.17615720650356348
